A
Joseph, William A.	邹伟廉
Judd, Ellen R.	朱爱岚
Judge, Joan	季家珍
Julien, Stanislas	儒莲


K
Kahn, Harold	康无为
 
Kaneko, Shuichi	金子修一
Kang, Xiaofei	康笑菲
Kann, Eduard	耿爱德
Kao, Yu-kung	高友工
Karl, Rebecca	柯瑞佳
Karlgren, Klas Bernhard Johannes	高本汉
Karasawa, Yasuhiko	唐泽靖彥
Karplus, Valerie	柯蔚蓝
Karvelyte, Kristina	柯丝婷
Kaske, Elisabeth	白莎
Katz, Paul	康豹
Kaup, Katherine P.	白荷婷
Ke, Chuanren	柯传仁
Kee, Hiau Looi	纪晓蕊
Keenan, Barry	秦博理
Keightley, David N.	吉德炜
Keinan-Segev, Einor	柯一诺
Keliher, Macabe	克礼
Kennedy, Scott	甘思德
Kern, Martin	柯马丁
