A
Keulemans, Paize C.	古柏
Khan, Almaz	韩学锋
Kieschnick, John	柯嘉豪
Killigrew, John W.	柯强威
Kim, Ho-dong	金浩東
Kim, Samuel	金淳基
Kim, Taeho	金泰虎
Kim, Youn-mi	金延美
 
King, Ambrose Y.C	金耀基
King, Paul	金培尧
Kinkley, Jeffrey C.	金介甫
Kinney, Anne B.	司马安
Kinzley, Judd C.	金家德
Kipnis, Andrew B.	任柯安
Kirby, William	柯伟林
Kirkland, Russell	柯克兰
Kleeman, Terry	祁泰履
Klein, Kenneth	柯兰谷
Knapp, Keith	南恺时
Knechtges, David R.	康达维
Knight, Sabina	桑稟華
Ko, Dorothy	高彥颐
Ko, K'un-hua	戈鲲化
Kohn, Livia	孔丽维
Komai, Kazuchika	驹井和爱
Komjathy, Louis	康思奇
Kondapalli, Srikanth	谢钢
Kong, Sin-sing	江先声
Kowallis, Jon	寇致铭
Kracke, Edward	柯睿格
Kraus, Richard	高乐
Kryukov, Michael V.	刘克甫
Kryukov, Vasili Mikhailovich	刘华夏
Kroll, Paul W.	柯睿（号慕白）
Kubin, Wolfgang	顾彬
Kuhn, Franz W.	库恩
 
Kuhn, Philip	孔飞力（又作孔复礼）
Kulp, Daniel H.	葛学浦
Kung, Hui-I	巩惠仪
Kuo, Li-ying	郭丽英
Kuriyama, Shigehisa	栗山茂久
Kutcher, Norman Alan	柯启玄
Kwan, SanSan	关珊珊
Kwok, D. W. Y.	郭颖颐
Kwok, Theodore J.	郭存仁
Kwong, Julia	邝泽倩

L
Laamann, Lars	劳曼
Lackner, Michael	朗宓榭
Lagerwey, John	劳格文
Lai, Guolong	来国龙
Lai, Swee Fo（又作S. F. Lai）	赖瑞和
Lai, Whalen	黎惠伦
Lam, Joseph S. C.	林萃青
Lam, Ling Hon	林凌瀚
Lam, Ruby Yuan-chu	刘元珠
Lamouroux, Christian	蓝克利
Lancashire, Douglas	蓝克实
Landry, Fierre F.	李磊
Langlois, John D.	蓝德彰
Larson, Wendy	文棣
Latourette, Kenneth S.	赖德烈
 
Lau, Frederick	刘长江
Lau, Joseph S. M.	刘绍铭
Laufer, Berthold	劳费尔
Lavely, William	雷伟立
Lawergren, Bo	劳镈
Lawson, Joseph D.	罗周
Lawton, Thomas	罗覃
Lean, Eugenia	林郁沁
Ledderose, Lothar	雷德侯
Lee, Ann	李淯
Lee, Ching Kwan	李静君
Lee, Haiyan	李海燕
Lee, Hong Yung	李鸿永
Lee, Hwa-Wei	李华伟
Lee, Hau L.	李效良
Lee, James	李中清
Lee, John	李若善
Lee, Joseph Tse-Hei	李榭熙
Lee, Leo Ou-fan	李欧梵
Lee, Mabel	陈顺妍
Lee, Oliver M.	李明心
Lee, Sherman E.	李雪曼
Lee, Sukhee	李苏姬
Lee, Thomas H.C.	李弘祺
Lee, Tong Soon	李忠顺
Lee, Tsonghan	李宗翰
Lee, Yokshiu F	李煜绍
Leeb, Leopold	雷立柏
 
Legge, James	理亚各
Lei, Shaohua	雷少华
Leibold, James	雷国俊
Leng, Shao-chuan	冷少川
Leong, Sow-Theng	梁肇庭
Leung, Angela Ki Che（又作AKC Leung）	梁其姿
Leung, Frankie Fook-lun	梁福临
Leung, Vincent S.	梁萃行
Levenson, Joseph R.	列文森
Levering, Miriam	罗梅如  
Levey, Benjamin	许思亮
Levine, Marilyn	林如莲
Levine, Nancy E.	列文
Levine, Steven	梁思文
Levy, Dore J.	李德瑞
Lewis, Mark Edward	陆威仪
Li, Audrey Y.H.	李艳惠
Li, Charles N.	李讷
Li, Cheng	李成
Li, Chi	李济
Li, Chu-tsing	李铸晋
Li, Fang-Kuei	李方桂
Li, Feng	李峰
Li, Guoqing	李国庆
Li, He	李和
Li, Hongshan	李洪山
Li, Hua	李桦
Li, Huaiyin	李怀印
 
Li, Huishu	李慧漱
Li, Jie	李洁
Li, Jieli	李捷理
Li, Jing	李荆
Li, Jinyan	李金艳
Li, Lianjiang	李连江
Li, Lillian M.	李明珠
Li, Nan	黎楠
Li, Peter	李彼德
Li, Ping	李平
Li, Qiancheng	李前程
Li, Ruru	李如茹
Li, Shenwen	李晟文
Li, Siu Leung	李小良
Li, Tze-chung	李志钟
Li, Victor H.	李浩
Li, Wai-yee	李惠仪
Li, Xiaobing	李小兵
Li, Xun	李逊
Li, Yafei	李亚非
Li, Yongji	李泳集
Liang, Bin	梁斌
Liang, David M.	梁铭越
Liang, Ellen Johnston	梁庄爱伦
Liang, Lei	梁雷
Liang, Zai	梁在
Liao, Hsien-huei	廖咸惠
Liao, Ping-hui	廖炳惠
 
Libbrecht, Ulrich	李倍始
Licent, Emile	桑志华
Liebman, Benjamin L.	李本
Lieberman, Frederic	李伯曼
Lieberthal, Kenneth	李侃如
Ligeti, Louis	李盖提
Lilley, James R.	李洁明
Lin, J.W.	林若望
Lin, Jenny	林珍妮
Lin, Kun-Chin	林昆瑾
Lin, Man-houng	林满红
Lin, Nan	林南
Lin, Shuanglin	林双林
Lin, Shuen-fu	林顺夫
Lin, Sylvia Li-chun	林丽君
Lin, T.H. Jonah	林宗宏
Lin, Wei-Yu	林伟瑜
Lin, Yi-min	林义民
Lin, Yu-sheng	林毓生
Linduff, Katheryn	林嘉琳
Link, Perry	林培瑞
Ling, Huping	令狐萍
Little, Daniel	李丹
Littlejohn, Ronnie	张仁宁
Litzinger, Ralph A.	李瑞福
Liu, Cary Y.	刘怡玮
Liu, C.S. Luther	刘辰生
Liu, Chun-Jo	刘君若
 
Liu, Feng-Hsi	刘凤樨
Liu, Guoli	刘国立
Liu, Guy	刘芍佳
Liu, Heping	刘和平
Liu, Hsiang-kwang	刘祥光
Liu, James C.	刘淸景
Liu, James J.Y.	刘若愚
Liu, James T.C.	刘子健
Liu, Joan	刘丽君
Liu, Kwang-Ching	刘广京
Liu, Li	刘莉
Liu, Lening	刘乐宁
Liu, Liyan	刘力妍
Liu, Lydia	刘禾
Liu, Marjory Bong-Ray	刘邦瑞
Liu, Shi-yee	刘晞仪
Liu, Shufen	刘淑芬
Liu, Sida	刘思达
Liu, Ta-chung	刘大中
Liu, Ts’un-yan	柳存仁
Liu, William	刘融
Liu, Xiaohong	刘晓弘
Liu, Xiaoyuan	刘晓原
Liu, Xin	刘新
Liu, Xinmin	刘辛民
Liu, Xun	刘迅
Liu, Zhiqiang	刘智强
Lo, Andrew H.B.	卢庆滨
 
Lo, Dic	卢荻
Lo, Irving Yucheng	罗郁正
Lo, Jung-pang	罗荣邦
Lo, Vai Io	罗惠瑶
Lo, Vivienne	罗维前
Lo, Winston	罗文
Lo, Yuet-keung	劳悦强
Loehr, Max	罗樾
Loewe, Michael	鲁唯一
Loh, Anthony Alexander	乐美棠
Lorge, Peter	龙沛
Louie, Kam	雷金庆
Lowry, Kathryn A.	罗开云
Lu, Bingfu	陆丙甫
Lu, Ding	陆丁
Lu, Guang	卢光
Lu, Haimo	陆海默
Lu, Hanchao	卢汉超
Lu, Hong	陆红
Lu, Ning	陆宁
Lu, Sheldon H.	鲁晓鹏
Lu, Shujiang	鲁书江
Lu, Tina	呂立亭
Lü, Tonglin	吕彤邻
Lu, Victoria Yung-Chih	陆蓉之
Lu, Weijing	卢苇菁
Lü, Xiaobo	吕晓波
Lu, Xiaoning	陆小宁
 
Lu, Yang	陆扬
Lu, Zhengbin Richard	卢正彬
Lubman, Stanley B.	陆思礼
Lucian, W. Pey	白鲁恂
Lüdke, Michael	吕德凯
Lufrano, Richard	陆冬远
Lui, Tsun-Yuen	吕振原
Lullo, Sheri A	卢诗蕊
Luo, I-To	骆维道
Luo, Liang	罗靓
Luo, Qin	洛秦
Luo, Wei	罗伟
Lüthje, Boy	吕博艺
Luthi, Lorenz M.	吕德量
Lutze, Thomas D.	罗其韬
Lynn, Richard J.	林理彰


M
Ma, Jing-heng Sheng	马靜恒
Ma, John T.	马大任
Ma, Laurence	马润潮
Ma, Tai-loi	马泰来
Ma, Xiaohe	马小鹤
Ma, Y. W.	马幼垣
Ma, Zhongdong	马忠东
Macauley, Melissa A.	麦柯丽
MacFarquhar, Roderick	马若德
Maciocia, Giovanni	马万里
 
MacKerras, Colin	马克林
MacNair, Harley F.	宓亨利
Madancy, Joyce	马家宜
Madsen, Richard	赵文词
Mair, Victor	梅维恒
Major, John S.	梅杰
Makeham, John	梅约翰
Malmqvist, Goran	马悦然
Manion, Melanie	墨宁
Mann, James	孟捷慕
Mann, Susan	曼素恩
Mao, Han-kuang	毛汉光
Mao, Nathan K.	毛国权
Mark, Lindy Li	李林德
Marks, Robert B	马立博
Martin, William Alexander Parsons	丁韪良
Martzloff, Jean-Claude	马若安
Masini, Federico	马西尼
Maspéro, Henri	马伯乐
Mather, Richard B.	马瑞志
Matsuura, Akira	松浦章
Matten, Marc	王马克
Matthews, Rebecca	马蕊佳
Matthews, Stephen	马诗帆
Mattingly, Daniel	麦锦林
Mattos, Gilbert L.	马几道
McCraw, David R.	麦大伟
McConville, Mike	麦高伟
 
McCord, Edward A.	麦科德
McDermott, Joseph	周绍明
McDougall, Bonnie S.	杜博妮
McGrath, Jason	马杰声
McKhann, Charles F.	孟彻理
McKinnon, E. Edwards	马金龙
McKnight, Brian	马伯良
McLaren, Anne	马兰安
McMahon, Keith	马克梦
McMullen, David	麦大维
McNair, Amy	倪雅梅
McNally, Christopher	麦智滔
McNeal, Robin	罗斌
McNicholas, Mark	马礼彬
McRae, John R.	马克瑞
McVadon, Eric	麦利凯
Medeiros, Evan	麦艾文
Mei, Kuang-ti	梅光迪
Mei, Tsu-lin	梅祖麟
Meisner, Maurice	马思乐
Meng, Yue	孟悦
Menzies, James M.	明义士 
Menzger, Thomas	墨子刻
Menzies, Gavin	孟席斯
Mertha, Andrew	毛学峰
Meskill, John	穆四基
Meyer-Fong, Tobie	梅尔清
Michael, Franz H.	梅谷
 
Michelson, Ethan	麦宜生
Miles, Steven	麦哲维
Miller, Lucin	米乐山
Millward, James	米华健
Milwertz, Cecilia	米晓琳
Minford, John	闵福徳
Minzner, Carl	明克胜
Mitchell, Craig	马屹正
Mitchell, Derek	米德伟
Mittler, Barbara	梅嘉乐
Miyazaki, Ichisada	宮崎市定
Mizuno, Seiichi	水野清一
Mochizuki, Mike	望月
Mok, Robert T.	莫德昌
Mokros, Emily	墨安屴
Mollier, Christine	穆瑞明
Monro, Donald J.	孟旦
Moore, Gregory J.	莫凯歌
Moran, Thomas	穆润陶
Moser, David	莫大伟
Moser, Jeffrey	孟絜予
Moser, Michael	毛瑟
Mostaert, Antoine	田清波
Mostern, Ruth	马瑞诗
Motsch, Monika	莫宜佳
Mowry, Robert D.	毛瑞
Mote, Frederick W.	牟复礼
Moule, A. C.	慕阿德
 
Mu, Aili	穆爱莉
Mueggler, Erik	木克尔
Mullaney, Thomas S．	墨磊宁
Mulready-Stone, Kristin	苗可秀
Mulvenon, James	毛文杰
Mungello, David E.	孟德卫
Murck, Alfreda	姜斐德
Murowchick, Robert E.	慕容捷
Murray, Julia	孟久丽
Muthy, Viren	慕唯仁
Muyard, Frank	梅豪方
Myers, Ramon H.	马若孟

N
Nagahiro, Toshio	长广敏雄
Konan, Naitō	内藤湖南
Naquin, Susan	韩书瑞
Narayanan, Raviprasad	那瑞维
Nappi, Carla	那葭
Nathan, Andrew	黎安友
Nattier, Jan	那体慧
Nee, Victor	倪志伟
Needham, Joseph	李约瑟
Nelson, Sarah M.	南莎娜
Nelson, Susan	倪肃珊
Nevius, John Livingston	倪维思
Ng, On-cho	伍安祖
Nickerson, Peter	倪辅乾
 
Nielsen, Bent	尼尔森
Nienhauser, William H., Jr.	倪豪士
Ning, Chunyan	宁春言
Ning, Cynthia	任友梅
Ning, Qiang	宁强
Ning, Xin	宁欣
Niou, Emerson M.S.	牛铭实
Nivison, David S.	倪德卫
Norman, Jerry	罗杰瑞
Nugent, Christopher M.B.	倪健
Nylan, Michael	戴梅可


O
Oakes, Timothy S.	欧挺木
O'Brien, Kevin	欧博文
Ocko, Jonathan	欧中坦
Ogata, Isamu	尾形勇
Ohnesorge, John K.M.	欧志强
Oi, Jean	戴慕珍
Oksenberg, Michel C.	欧迈格
Ong, Chang-Woei	王昌伟
Oreglia, Elisa	欧蕾
Osburg, John	庄思博
Ou, Koei-hing	欧凯新
Overmyer, Daniel L.	欧大年
Owen, Stephen	宇文所安
Ownby, David A.	王大为
Oxfeld, Ellen	欧爱玲
 



P

Packard, Jerome	裴吉瑞
Palumbo-Liu, David	刘大卫
Pan, An-yi	潘安仪
Pan, Haihua	潘海华
Pan, Mingshen	潘铭燊
Pan, Ping	潘平
Pankenier, David W.	班大为
Parker, E.H.	庄延龄
Parish, William	白威廉
Parsons, James B.	潘瞻睦
Parsons, William B.	柏生士
Pearce, Scott	裴士凱
Pearlstein, Elinor	潘思婷
Pearson, Margaret	裴松梅
Peerenboom, Randy P.	裴文睿
Pei, Minxin	裴敏欣
Pelliot, Paul	伯希和
Peng, Yusheng	彭玉生
Penkower, Linda	潘林德
Perdue, Peter	濮德培
Perkins, Franklin	方岗生
Perng, Ching-Hsi	彭镜禧
Perry, Elizabeth J.	裴宜理
Perushek, Diane	白迪安
 
Peterson, Charles A.	毕德森
Peterson, Willard J.	裴德生
Petrucci, Raphaël	佩初兹
Phlllips, Steven	费世文
Phillips, Tina	费婷
Pian, Rulan Chao	赵如兰（又作卞赵如兰）
Picken, Laurence	毕鉴
Pickowicz, Paul G.	毕克伟
Pieke, Frank N.	彭轲
Pillsbury, Michael	白邦瑞
Pines, Yuri	尤锐
Pittman, Jon	白德满
Plaks, Andrew H.	蒲安迪
Po, Lanchih	柏蘭芝
Pohl, Karl-Heinz	卜松山
Pomeranz, Kenneth	彭慕兰
Pong, David	庞百腾
Poo, Mu-chou	蒲慕州
Poon, Mingsun	潘銘燊
Poppe, Nicholas N.	鲍培
Porkert, Manfred B.	满晰博
Porter, David	博达伟
Porter, Deborah Lynn	裴碧兰
Pusey, James R.	浦嘉珉
Potter, Pitman	彭德
Powell, William	鲍畏廉
Powers, Martin J.	包华石
Pozzana, Claudia	包夏澜
 
Prusek, Jaroslav	普实克
Puett, Michael	普鸣
Pulleyblank, Edwin G.	蒲立本
Purtle, Jennifer	裴珍妮
Puska, Susan	蒲淑兰
Pye, Lucian W.	白鲁恂


Q
Qi, Li	齐力
Qian, Cunxun	钱存训
Qian, Kun	钱坤
Qian, Nanxiu	钱南秀
Qian, Zhenchao	钱震超
Qiao, Stephen	乔晓勤
Qin, Julia Ya	秦娅
Qiu, Kaiming	裘开明
Quan, Katie	关少兰
Queen, Sarah A.	桂思卓


R
Rankin, Mary B.	冉玫铄
Raphals, Lisa A.	瑞丽
Rault-Leyrat, Lucie	侯绿曦
Rawski, Evelyn S.	罗友枝
Rawski, Thomas G.	罗斯基
Rawson, Jessica	罗森
Raz, Gil	李福
Read, Benjamin L.	芮杰明
 
Reed, Christopher A.	芮哲非

Rees, Helen	李海伦
Reilly, James	吴瑞利
Reischauer, Edwin O.	赖世和
Ren, Baoxian	任保显
Repnikova, Maria	马利亚
Rexroth, Kenneth	王红公
Reynolds, Douglas R.	任达
Rhoads, Edward	路康乐
Riboud, Pénélope	黎北岚
Richey, Jeffrey	利杰智
Richter, Matthias L.	李孟涛
Rickett, Adele A.	李又安
Riddle, Ronald	李斗
Riegel, Jeffrey K.	王安国
Riely, Celia C.	李慧闻
Riftin, Boris L.	李福清
Ristaino, Marcia	阮玛霞
Roberts, Moss	罗慕士
Robinet, Isabelle	贺碧来
Robinson, David	鲁大维
Robson, James	罗柏松
Rockhill, William W.	柔克义
Rofel, Lisa	罗丽莎
Rogaski, Ruth	罗芙芸
Rho, Sungmin	卢承旼
Rohsenow, John	罗圣豪
 
Rojas, Carlos	罗鹏
Roland-Holst, David	罗大卫
Rolston, David	陆大伟
Romberg, Alan	容安澜
Rong, Xue Lan	戎雪兰
Ropp, Paul S.	罗溥洛
Rosemont, Henry	罗思文
Rosen, Stanley	骆思典
Rosny, Léon de	罗斯奈
Ross, Claudia	罗云
Ross, Heidi	饶海蒂
Ross, Robert	陆伯彬
Roth, Harold D.	罗浩
Rouzer, Paul	罗吉伟
Rowe, David N.	饶大卫
Rowe, William T.	罗威廉
Roy, David T.	芮效卫
Rozelle, Scott	罗思高
Ruan, Danqing	阮丹青
Ruf, Gregory A.	葛瑞峰
Ryckmans, Pierre	李克曼


S
Sainson, Camille August	宋嘉铭
Sanders, Graham	孙广仁
Sanders, Robert	沈德思
Sanft, Charles	陈立强
Sangren, P. Steven	桑高仁
 
Santos, Goncalo D.	江绍龙
Sargent, Stuart H.	萨进德+
Saso, Michael	苏海涵
Sato, Ken'ichi	佐藤健一
Satō, Shin'ichi	佐藤慎一
Saussy, Haun	苏源熙
Sautman, Barry	沙伯力
Savina, F. M.	萨维纳
Sawyer, Ralph D.	苏炀悟
Scalapino, Robert	施乐伯
Schaberg, David	史嘉柏
Schäfer, Dagmar	薛凤
Schafer, Edward H.	爱德华·谢弗（又作薛爱华）
Schein, Louisa	路易莎
Schell, Orville	夏伟
Schipper, Kristofer	施舟人
Schirokauer, Conrad	谢康伦
Schlegel, Gustaaf	施古德
Schlepp, Wayne	施文林
Schlesinger, Jonathan	谢健
Schlüter, Morten	施吕特
Schmidt, J. D.	施密特
Schneewind, Sarah	施珊珊
Schoenhals, Martin	马丁
Schoppa, R. Keith	萧邦齐
Schottenhammer, Angela	萧婷
Schrecker, John	石约翰
Schuessler, Axel	许思莱
 
Schultz, William	舒威霖
Schwartz, Benjamine	史华慈
Scobell, Andrew	施道安
Scott, Gregory A.	史瑞戈
Scruggs, Bert M.	伯特. 斯克鲁格斯（又作古芃）
Segal, Adam	史国力
Sekino, Tadashi	关野贞
Semedo, Alvaro	曾德昭
Sen, Tansen	沈丹森
Sena, David	孙大卫
Sensabaugh, David A.	江文苇
Seo, Tatsuhiko	尾达彦
Serruys, Henry	司律义
Serruys, Paul L-M.	司礼义
Shadick, Harold	谢迪克
Shahar, Meir	夏维明
Shambaugh, David	沈大伟
Shan, Patrick Fuliang	单富良
Shang, Wei	商伟
Shao, Dan	邵丹
Shao, Dongfang	邵东方
Shao, Qin	邵勤
Shapiro, Hugh	夏互辉
Shapiro, Judith	夏竹丽
Sharf, Robert H.	夏富
Shaughnessy, Edward L.	夏含夷
Sheehan, Brett	史瀚波
Shek, Richard	石汉椿
 
Shelach, Gideon	吉迪
Shen, Grant Guangren	沈广仁
Shen, Helen H.	沈禾玲
Shen, Jin	沈津
Shen, Jing	沈静
Shen, Kuiyi	沈揆一
Shen, Qing	沈青
Shen, Xiao-nan Susan	沈晓南
Shen, Zhijia	沈志佳
Sheng, Michael	盛慕真
Shenkar, Oded	石家安
Shi, Dingxu	石定栩
Shi, Tianjian	史天健
Shi, Yuzhi	石毓智
Shiba, Yoshinobu	斯波义信
Shields, Anna	田安
Shih, Chilin	石基琳
Shih, Chuan-kang	施传刚
Shih, Chung-wen	时钟雯
Shih, Kuang-sheng	石光生
Shih, Shu-mei	史书美
Shih, Vincent Yu-chung	施友忠
Shinohara, Koichi	筱原悌一
Shirk, Susan	谢淑丽
Shirokogoroff, Sergei Mikhailovich	史禄国
Shiroyama, Tomoko	城山智子
Shu, Xiaoling	舒晓灵
Shu, Yue	舒悦
 
Shue, Vivienne	许慧文
Shulman, Frank	苏文
Shun, Kwong-loi	信广来
Sickman, Laurence	席克门
Sieber, Patricia A.	夏颂
Sigley, Gary	席格伦
Sih, Paul K.T.	薛光前
Silbergeld, Jerome	谢伯轲
Shimada, Kenji	岛田虔次
Simmons, Richard VanNess	史皓元
Simon, Walter	西门华德
Shinno, Reiko	秦玲子
Siren, Osvald	喜仁龙
Siu, Helen	萧凤霞
Sivin, Nathan	席文
Skinner, G.William	施坚雅
Skonicki, Doug	侯道儒
Skosey, Laura A.	郭锦
Smith, Arthur Henderson	明恩溥
Smith, Jomo R.	史久磨
Smith, Kidder	苏德恺
Smith, Paul J.	史乐民
Smith, Richard	司马富
So, Alvin	苏耀昌
So, Billy K.L.	苏基朗
So, Jenny F.	苏芳淑
So, Kwan-wai	苏均炜
Soh, Hooi Ling	索惠玲
 
Solinger, Dorothy	苏黛瑞
Sommer, Matthew H.	苏成捷
Soffel, Christian	费苏翔
Song, Jaeyoon	宋在伦
Song, L.M.	宋丽梅
Song, Lina	宋丽娜
Song, weijie	宋伟杰
Song, Yongyi	宋永毅
Spence, Jonathan D.	史景迁
Spiro, Audrey	司白乐
Staël-Holstein, Alexander von	钢和泰
Standaert, Nicolas	钟鸣旦
Standen, Naomi	史怀梅
Stapleton, Kristin	司昆仑
Stein, Aurel	斯坦因
Stein, Rolf A.	石泰安
Steinfeld, Edward	史坦非
Steinhardt, Nancy	夏南悉
Stapleton, Kristin	司昆仑
Sterckx, Roel	胡司德
Stenberg, Josh	石峻山
Stevens, Catherine	石清照
Stimson, Hugh M.	司徒修
Stockmann, Daniela	施达妮
Stokes, Mark	石明凯
Stone, Leslie	石蕾
Strand, David	全大伟
Strassberg, Richard E.	石听泉
 
Strauss, Julia	朱莉
Strickmann, Michel	司马虚
Struve, Lynn	司徒琳
Stuart, Jan	司美茵
Sturman, Peter	石慢
Sue, Tuohy	苏独玉
Suettinger, Robert	苏葆立
Sugaya, Fuminori	菅谷文则
Suh, Soyoung	徐素英
Suleski, Ronald	薛龙
Sullivan, Michael	苏利文
Sun, Cecile Chu-Chin	孙筑瑾
Sun, Chao-fen	孙朝奋
Sun, Dajin	孙大进
Sun, Kang-i	孙康宜 （又作 Kang-i Sun Chang）
Sun, Laichen	孙来臣
Sun, Mei	孙玫
Sun, William Huizhu	孙惠柱
Sun, Xiaosu	孙晓苏
Sun, Yan	孙岩
Sun, Yi	孙绮
Sun, Jason Zhixin	孙志新
Sutton, Donald	苏堂棣
Swaine, Michael	史文
Swartz, Wendy	田菱
Swatek, Catherine	史愷悌
Sweeten, Alan Richard	史维东
Swingle, Walter T.	施永格（又作施永高）
 
Swope, Kenneth M.	石康
Szonyi, Michael	宋怡明


T
Tackett, Nicolas O.	谭凯
Tai, James H.Y.	戴浩一
Takakusu, Junjiro	高楠顺次郎
Takashima, Kenichi	高嶋谦一
Takata, Tokio	高田时雄
Tam, Kwok-Kan	谭国根
Tamney, Joseph B.	谭慕尼
Tan, Li hai	谭力海
Tan, Sooi Beng	陈瑞明
Tan, Zhuoyuan（又作Cheuk-woon Taam）	谭卓垣
Tang, Wenfang	唐文方
Tang, Xiaobing	唐小兵
Tang, Yanfang	汤雁方
Tao, Demin	陶德民
Tao, Hongyin	陶红印
Tao, Jing-shen	陶晉生
Tapp, Nicholas	王富文
Taveirne, Patrick M. W.	谭永亮
Taylor, Jay	陶涵
Taylor, Romeyn	戴乐
Teilhard de Chardin, Pierre	德日进
Teiser, Stephen F.	太史文
Teng, Shou-Hsin	邓守信
Teng, Ssu-yu	邓嗣禹
 
Terpak, Frances	范德珍
Terrill, Ross	谭若思
Tessenow, Hermann	田和曼
Thatcher, P. Melvin	沙其敏
Theiss, Janet	戴真兰
Thøgersen, Stig	曹诗弟
Thompson, Sandra	汤珊迪
Thorp, Robert	杜朴
Thote, Alain	杜德兰
Thrasher, Alan R.	展艾伦
Thurston, Anne F.	石文安
Tian, Miao	田淼
Tian, Min	田民
Tian, Xiansheng	田宪生
Tian, Xiaofei	田晓菲
Tiedemann, R.G.	狄德满
Tiffert, Glenn D.	谭安
Tillman, Hoyt C.	田浩
Ting, Jen	丁仁
Ting, Pang-hsin	丁邦新
Tjan, Tjoe Som	曾珠森
Tkacik, John	谭慎格
Tobar, Jérôme	管宜穆
Tong, Enzheng	童恩正
Tong, Kin-woon	唐建垣
Tong, Te-kong	唐德刚
Tong, Yanqi	童燕齐
Torbert, Preston	图伯特
 
Torigian, Joseph Peter	唐志学
Trapeel, René	唐仁立

Trauzettel, Rolf	陶德文
Trombert, Eric	童丕
Tsai, Dylan W.T.	蔡维天
Tsai, Kathryn A.	蔡安妮
Tsai, Kellee S.	蔡欣怡
Tsai, Lily	蔡莉莉
Tsai, Philip	蔡骏治
Tsai, Shuling	蔡淑玲
Tsao, Feng-fu	曹逢甫
Tsao, Pen-yeh	曹本冶
Tschanz, Dietrich	詹富国
Tseng, Lillian Lan-Ying	曾蓝莹
Tschanz, Dietrich	蔡芝
Tsiang, Katherine R.	蒋人和
Tsien, Tsuen-hsuin	钱存训
Tsin, Michael	钱曾瑗
Tsou, Tang	邹傥
Tsu, Jing Yuen	石静远
Tsu, John B.	祖炳民
Tsukamoto, Zenryū	塚本善隆
Tu, Ching-I	涂经怡
Tu, Lien-che	杜联喆
Tu, Wei-ming	杜维明
Tucker, Nancy Bernkopf	唐耐心
Turner, Karen	高道蕴
 
Tuttle, Gray	滕华睿
Twitchett, Denis	崔瑞德（又作杜希德）
Tzeng, Ovid	曾志朗

U
Underhill, Anne P.	文德安
Unger, Jonathan	安戈
Unschuld, Paul Ulrich	文树德
Utz, Christian	思想悟子

V
Vallette-Hemery,Martine	赫美丽
Van der Kuijp, Leonard W J	范德康
Ven Dyke, Paul	范岱克
Vandermeersch, Leon	汪德迈
Vankeerbergen, Griet	方丽特
Van Norden, Bryan W.	万百安
Van Zoeren, Steven	范佐仑（又作范佐仁）
Vanderstappen, Harrie A.	斯德本（又作范德本）
Varsano, Paula M.	方葆珍
Veg, Sebastian	魏简
Verellen, Franciscus	傅飞岚
Vervoorn, Aat	文青云
Vetrov, Viatcheslav	思风
Vial, Paul	邓明德
Vinograd, Richard E.	文以诚
Vissering, Willem	卫斯林
Vivier, Brian	魏春秋
 
Vogel, Ezra F.	傅高义
Volpp, Sophie	袁书菲
Von Falkenhausen, Lothar	罗泰
Von Glahn, Richard	万志英
Vradiy, Sergey	傅乐吉
Vukovich, Daniel F.	胡德
W
Wade, Geoff	韦杰夫
Wagner, Donald B.	华道安
Wagner, Mayke	王睦
Wagner, Rudolf G.	瓦格納
Wakeman, Frederic E. Jr.	魏斐德
Walder, Andrew G.	魏昂德
Waley-Cohen, Joanna	卫周安
Walker, Galal LeRoy	吴伟克
Wallace, Jeremy	万家瑞
Waltner, Ann	王安
Walton, Linda	万安玲
Wang, Aihe	王爱和
Wang, Ay-ling	王瑷玲
Wang, Ban	王斑
Wang, C.H.	王靖献
Wang, Chaohua	王超华
Wang, Chengzhi	王成志
Wang, Chi-chen	王际真
Wang, David	王德威
Wang, Di	王笛
 
Wang, Dong	王栋
Wang, Eugene Yuejin	汪悦进
Wang, Fei-ling	王飞凌
Wang, Feng	王丰
Wang, Gang	王崗
Wang, Guanhua	王冠华
Wang, Gung-wu	王賡武
Wang, Haixia	汪海霞
Wang, Hongjie	王宏杰
Wang, Hongying	王红缨
Wang, Hua	王华
Wang, Jessica Ching-sze	王清思
Wang, Jian	王坚
Wang, Jianqi	王建琦
Wang, Jianwei	王建伟
Wang, Jin	王瑾
Wang, Jiong	王炯
Wang, John C. Y.	王靖宇
Wang, Jong	王仲
Wang, Julie	王晓燕
Wang, Lingzhen	王玲珍
Wang, Liping	汪利平
Wang, May	楼占梅
Wang, Phillys T.	汪次昕
Wang, Q. Edward	王晴佳
Wang, Richard	王岗
Wang, Sangui	王三贵
Wang, Shaoguang	王绍光
 
Wang, William S.Y.	王士元
Wang, Xi	王希
Wang, Xiaoqiang	王小强
Wang, Xiuyu	王秀玉
Wang, Yi-t’ung	王伊同
Wang, Ying	王迎
Wang, Zheng	王政
Wang, Zhengxu	王正绪
Wang, Zhusheng	王筑生
Wang, Zichu	王子初
Wank, David L	王大伟
Ward, Sandi P.	伍善妮
Warner, Ding Xiang	丁香
Wasserstrom, Jeffrey	华志坚
Watson, Burton	华兹生
Watson, James	华琛（又作屈顺夫）
Watson, Rubie S.	华如璧
Watt, James	屈志仁
Wedeman, Andrew Hall	魏德安
Wechsler, Howard	魏侯玮
