Edwards， Richard,艾瑞慈
Efird，Robert,易若鵬
Egan，Charles,易徹理
Egan， Ronald,艾朗諾
Egan，Susan Chan,陳毓賢
Egerod， Søren,易家樂
Egerton， Clement,埃傑頓
Eggleston， Karen,翁笙和
Ehrich， Richard,李查得
Eichman， Jennifer,艾靜文
Eifring， Halvor,艾皓德
Eihmanis， Kaspar,艾恪
Eisenberg，Andrew,艾安迪
Eisenman， Joshua,馬佳士
Eitel， Ernst Johann,歐德理
El Abed， Shuang Xu,徐爽
Elegant， Robert,艾力耕
Elia， Gina,艾真
Elliott， John B.,艾略特  / 艾理略
Elliott， Mark C.,歐立德
Ellsworth， Robert H.,安思遠
Elman， Benjamin,艾爾曼
Elstein， David,杜楷廷
Elvin， Mark,伊懋可
Emmerich， Reinhard,艾默力
Eno， Robert,伊若泊
Entenmann， Robert,鄢華陽
Entwisle， Barbara,安微愫
Eom， Ik-sang,嚴翼相
Epstein， Maram,艾梅蘭
Erbaugh， Mary S.,艾玛丽
Erdberg Consten， Eleanor von,康時登
Erkes， Eduard,何可思
Ertan， Kıvılcım,潭珂君
Erwin，Kathleen,區嘉琳
Escande， Yolaine,幽蘭
Esherick， Joseph Wharton,周錫瑞
Eskildsen， Stephen,蘇德樸
Espesset， Grégoire,郭艾思
Esposito， Monica,莫尼卡
Estes， Anthony,嚴安堂
Étiemble， René,艾田蒲
Etzekorn， Eric,康煉
Evans， Harriet,艾華
,
F,
Faber， Ernst,花之安
Fairbank， John King,費正清
Fairbank， Wilma Canon,費慰梅
Falato， Giulia,寒梅
Falkenhausen， Lothar von,羅泰
Fällman， Fredrik,楊富雷
Fan， Fa-ti,范發迪
Fan， Ka-wai,范家偉
Fang， Achilles,方志彤
Fang， Chao-ying,房兆楹
Fang， Cheng-Hua,方震華
Fang， Jun,方駿
Fang， Ling,方玲
Fang， Kun,方堃
Fang， Weigui,方維規
Farmer， Edward L.,范德
Farmer， J. Michael,方博源
Farquhar， Judith,馮珠娣
Farrely， Paul,范寶文
Farrer，James,劉雅格
Farris， Michael,傅立山
Faure， Bernard,佛雷
Faure， David,科大衛
Faurot， Jeannette L.,傅靜宜
Fava， Patrice,范華
Fech， Andrej,費安德
Fei， Faye Chunfang,費春放
Fei， Hsiao-tung,費孝通
Fei， Siyen,費絲言
Feifel， Eugen,費佛樂 / 范佛 / 豐浮露
Feinerman，James V.,費能文
Felbur， Rafal,費若愚
Feldman， Harvey,費浩偉
Fell， Dafydd,羅達菲
Feng， Guozhong,馮國忠
Feng， Huiyun,馮惠雲
Feng， Shengli,馮勝利
Ferguson， Daniel Lee,傅謌森
Ferguson， Francesca,白卓詩
Ferguson， John C.,褔開森
Ferrand， Gabriel,費瑯
Ferrari， Rossella,費萊麗
Ferrero， Michele,麥克雷
Fetzer， Joel Steven,費約珥
Feuchtwang， Stephan,王斯褔
Feuerwerker， Albert,費維愷
Feuillas， Stéphane,費颺
Fewsmith， Joseph,傅士卓
Field， Andrew David,費嘉炯
Field， Stephen,田笠
Filipiak， Kai,費凱
Filipiak， Yu,周鈺
Filonov， Sergei,謝爾蓋
Findeisen， Raoul David,馮鐵
Finkelstein， David,馮德威
Finnane， Antonia,安東籬
Fischer， Doris,費多麗
Fischer， Paul,方破
Fischer-Schreiber， Ingrid,殷歌麗
Fisk， Craig William,費威廉
Fiskesjö， Magnus,馬思中
Fitzgerald， C. P.,費子智
Fitzgerald， Stephen,費思芬
Fitzgerald-Huber， Louisa G.,胡博
Fix， Douglas L.,費德廉
Flad， Rowan K.,傅羅文
Flanigan， Stephen M.,馮思明
Fleischauer， Stefan,史振帆
Fletcher，Joseph,傅禮初  / 弗雷澤
Fliss， Thomas,費陽
Flitsch， Mareile,傅瑪瑞
Flores， Veronica Noelia,傅維柔
Fock， Achim,傅安恆
Foley， Toshikazu S.,佛里堀口
Fölster， Max,馬勀思
Foltin， Salome,坲莎
Fong， Grace S.,方秀潔
Fong， Ian Ho-yin,方浩然
Fong， Wen C.,方聞
Fordham， Carl Gene,傅君愷
Formoso， Bernard,傅莫溯
Forster， Elisabeth,褔亦莉
Forte， Antonino,富安敦
Foster， Lawrence C.,付思德
Frangville， Vanessa,方文莎
Franke， Herbert,傅海波
Franke， Renata Fu-sheng,傅復生
Franke， Otto,傅蘭閣
Franke， Wolfgang,傅吾康
Fränkel， Hans Hermann,傅漢思
Fraser， Christopher,方克濤
Fraser， Davis,傅睿哲
Fraser， Sarah E.,胡素馨
Fravel， Taylor,傅泰林
Freeman， Bradley Carl,傅伯利
Freeman， Charles,傅瑞偉
Fried， Daniel,傅雲博
Friedrich， Michael,傅敏怡
Friedman， P. Kerim,傅可恩
Fröhlich， Thomas,費瑞實
Frühauf， Manfred,傅熳德
Fryer， John,傅蘭雅
Fu， Flora Li-Tsui,傅立萃
Fu， I-Ping,傅亦平
Fu， Liangyu,傅良瑜
Fu， Jia-chen,傅家倩
Fu， Ping,符平
Fu， Poshek,傅葆石
Fu， Qiang,傅強
Fu， Shen,傅申
Fu， Siyi,傅似逸
Fuchs， Walter,褔克司
Führer， Bernhard,傅熊
Fukui， Kōjun,福井康順
Fulda， Andreas,傅洛達
Fuller， Michael A.,傅君勱 / 傅君勵
Fumagalli， Pier Francesco,傅馬利
Funayama， Tōru,船山徹
Fung， Edmund,馮兆基
Fung， Yiu-ming,馮耀明
Fung， Yu-lan,馮友蘭
Furniss， Ingrid,傅音鴿
Furth，Charlotte,費俠莉
Fusek， L.M.,傅恩
Futrell， W. Chad,傅強
,
G,
Gabain， Annemarie von,葛瑪麗
Gabbiani， Luca,陸康
Gabelentz， Georg von der,賈柏蓮孜
Gaca， Maciej,梅西亞
Galambos， Imre,高奕睿
Galik， Jozef Marian,高利克
Galipeau， Brendan A.,高進榮
Gallagher， Mary,高敏
Gamzou， Raphael,甘若飛
Gänßbauer， Monika,甘默霓
Gao， Bai,高柏
Gao， James Z.,高崢
Gao， Minglu,高名潞
Gao， Qing,高青
Gao， Yunxiang,高雲翔
Garatti， Emanuela,愛梅
Garcia Gonzalez， Daniel,丹倪
Gardner， Daniel K.,賈德訥
Garnaut， Ross,郜若素
Garver， John,高龍江
Gassmann， Robert H.,高思曼
Gates， Hill,葛希芝
Gatev， Ivaylo,高意凱
Ge， Liangyan,葛良彥
Ged， Françoise,蘭德
Geiger， Heinrich,漢克杰
Geiss， James,蓋傑民
Geissmann， Thomas,葛思曼
Geldsetzer， Lutz,金直
Gen， Lewis,耿廷楨/耿亮
Geng， Zhanhe,耿占河
Gentz， Joachim,耿幽靜
Gentz， Natascha,費南山
Gernet， Jacques,謝和耐
Gerritsen，Anne,何安娜
Gerth， Karl,葛凱
Gesterkamp， Lennert,葛思康
Getz，Daniel A.,高澤民
Geurtsen， Jeroen,葛哲倫
Ghermani， Wafa,倪娃法
Gibbs，Donald A.,季博思
Gibert， L.,紀懷德
Giele， Enno,紀安諾
Giersch， C. Patterson,紀若誠
Giet， Franz,齊德芳
Gijsbers， Annick,安妮
Giles， Herbert Allen,翟理思
Gill， Bates,季北慈
Gillette， Maris B.,馬麗思
Gimello， Robert,詹美羅
Girardot， Norman,吉瑞德
Giuffrida， Noelle,焦娜薇
Gladney， Dru C.,杜磊
Glahn， Richard von,萬志英
Glaser， Bonnie,葛萊儀
Go， Yun Li,吳匀一
Göbel， Christian,顧克禮
Goepper， Roger,郭樂知
Goethals， Lin,谷琳
Goh， Chin Fei,吳進輝
Goh， Meow Hui,吳妙慧
Goh， Soo Khoon,吳素君
Golas， Peter J.,葛平德
Gold， Thomas B.,高棣民
Goldblatt，Howard,葛浩文
Goldfuß， Gabriele,郭嘉碧
Goldin， Paul R.,金鵬程
Goldman，Andrea,郭安瑞
Goldschmidt，Asaf,郭志松
Goldstein，Avery,金駿遠
Goldstein， Steven M.,戈迪溫
Golovachev， Valentin,劉宇衛
Gómez，Luis O.,葛美茲
Gong， Ting,公婷
Gong， Xuezeng,龔學增
Gonzalez Castano， Hector,高長空
Gonzalez-Forster， Gil,李慕道
Goodman， Amanda,葛玫
Goodman， Bryna,顧德曼
Goodman， Howard L.,顧浩華
Goodrich， Luther C.,傅路德
Goossaert， Vincent,高萬桑
Göpfert， Lucas,盧凱
Gordon， Leonard H.D.,高理寧
Górnikiewicz， Marcin,馬若青
Gorodetskaya， Olga,郭靜云
Gosset， David,高大偉
Gourhan， David,是大衛
Grace， Helen,葛海崙
Graff，David,葛德威
Graffin，Dennis,葛滌風
Graham， Angus C.,葛瑞漢
Graham， David C.,葛維漢
Graham， Fabian,古毅飛
Granet， Marcel,葛蘭言
Granberg， Håkan,簡浩恩
Grano， Simona,高喜明
Granoff， Phyllis,葛然諾
Gransow， Bettina,柯蘭君
Grant， Beata,管佩達
Graziani， Romain,葛浩南
Green， Frederik H.,葛浩德
Grebnov， Yegor,葛覺智
Gregory， Scott,葛思平
Gries， Peter Hays,葛小偉
Grigoriev， Stanislav,葛仕達
Grimberg， Phillip,公冶翡
Grimm， Tilemann,葛林／林懋
Groot， J.J.M. de,高延
Grootaers， Willem A.,賀登崧
Groppe， Alison,古艾玲
Grove， Linda,顧琳
Grube， Wilhelm,格魯伯
Grundmann， Joern Peter,顧永光
Gryszkiewicz， Anna,安娜
Grzybek， Joanna,陳秋松
Gu， Chien-juh,辜千祝
Gu， Manli,顧曼莉
Gu， Ming Dong,顧明棟
Gu， Yang,顧陽
Guan， Wenwei,關文偉
Guedes， Jade d’Alpoim,玳玉
Guggenmos， Esther-Maria,谷乃曦
Guisso， R. W. L.,桂雨時
Guldin， Gregory E.,顧定國
Gulik， Robert Hans van,高羅佩
Gunn， Edward Mansfield,耿德華
Guo， Qitao,郭琦濤
Guo， Qiyong,郭齊勇
Guo， Weiting,郭威廷
Gustavsson， Rickard,李文昊
Guthrie， Doug,顧道格
Guy， Nancy,蓋南希
Guy， R. Kent,蓋博堅
Gwen， Bennett,關玉琳
Gyss， Caroline,賈珞琳
,
H,
Haar， Barend J. ter,田海
Hadley-Ives， Eric Joseph,艾瑞克
Haenisch， Erich,海尼士
Hafner， Arnd Helmut,陶安
Haft， Lloyd,漢樂逸
Hall， David,郝大為
Haloun， Gustav,霍古達
Halperin， Mark,何復平
Hahm， Jooyen,咸朱妍
Hamar， Imre,郝清新
Hambis， Louis,韓百詩
Hambleton， Luke,韓炅
Hamilton， Gary,韓格理
Hamilton， Robyn,羅彬
Hamlish， Tamara,韓苔美
Hammer， Ben,孟巍隆
Hammerstrom， Erik,韓光
Hammond， James Casey,漢明德
Hammond， Kelly Anne,韓麗
Hammond， Kenneth J.,韓慕肯
Han， Li,韓莉
Han， Sherman,韓小敏
Han， Xiaorong,韓孝榮
Hanan， Patrick,韓南
Hand， Keith J.,韓凱思
Handel， Zev,韓哲夫
Handler-Spitz， Rebecca,韓若愚
Handlin， Joanna (Handlin， Joanna Smith),韓德玲 / 韓德琳
Hang， Xing,杭行
Hannum， Emily,韓怡梅
Hansen， Chad,陳漢生
Hansen， Mette Halskov,賀美德
Hansen， Valerie,韓森
Hansford， S. Howard,韓斯福
Hanson， Marta,韓嵩
Hao， Yufan,郝雨凡
Harbsmeier， Christoph,何莫邪
Hardie， Alison,夏麗森
Harding， Harry,何漢理
Hardy， Grant,侯格睿
Hargett， James M.,何瞻
Harkness， Ethan,郝益森
Harman， Nicky,韓斌
Harper， Donald,夏德安
Harrell， Stevan,郝瑞
Harris， Eirik Lang,赫令喆
Harris， Kristine,賀瑞清
Harris， Rachel,何翠喬
Harrison， Henrietta,沈艾娣
Harrison， Mark,韓馬克
Hart， Roger,羅傑
Hart， Tom,郝德馨
Hartford， Kathleen,賀康玲
Hartman， Charles,蔡涵墨
Hartwell， Robert M.,郝若貝
Hartzell， Richard W.,何瑞元
Hasegawa， Tsuyoshi,長穀川毅
Haseltine， Patricia,海柏
Hashmi， Sana,莎娜
Hasija， Namrata,夏海娜
Hatfield， Donald John Williard,施永德
Hauf， Kandice,郝康笛
Hawes， Colin S. C.,柯霖
Hawks， Shelley Drake,何雪麗
Hay， John,韓莊
Hay， Jonathan,喬迅
Hayes， James,許舒
Hayford， Charles W.,何復德
He， Baozhang,何寶璋
He， Jianye,何劍葉
He， Lerong,何樂融
He， Mingyu,何眀玉
He， Yuhuai,何與懷
He， Yuming,何予明
Heberer， Thomas,王海
Hegel， Robert E.,何谷理
Heijdra， Martin,何義壯
Hein， Evelina,海麗娜
Heinrich， Larissa,韓依薇／韓瑞
Heissig， Walter,海西希
Heijdra， Martin,何義壯
Heirman， Ann,安海曼
Heller， Natasha,賀耐嫻
Hen， Kai Wah,禤祈華
Henderson， Gail E.,韓德森
Henderson， Mark,韓忠可
Hendrischke， Barbara,芭芭拉
Hendrischke， Hans,杭智科
Heng， C.K.,王才強
Henley， Lonnie,韓力
Henne， Henry,翰漢樂
Henricks， Robert G.,韓祿伯
Henriot， Christian,安克強
Henripin， Olivier,何歐里
Herbert， P. A.,何漢心
Herman， John,何漢德
Hermann， Marc,馬海默
Hermann-Pillath， Carsten,何夢筆
Hermanova， Jana,何晶
Herrmann， Albert,赫爾曼
Herrou， Adeline,謝道琳
Hershatter， Gail B.,賀蕭
Hertz， Ellen,何愛蓮
Hertzer， Dominique,何明莉
Hervouet， Yves,吳德明
Heryford， Michele Ferrier,范美蓮
Hess， Steve,何風
Hessler， Peter,何偉
Heubel， Fabian,何乏筆
Heurtebise， Jean-Yves,何重誼
Heuser， Robert,豪塞爾
Hevia， James,何偉亞
Hew， Wai Weng,丘偉榮
Heydarian， Richard,海理查
Heylen， Ann,賀安娟
Hibiki， Akira,日引聰
Higgins， Roland L.,羅蘭／夏樂南
Hightower， James,海陶瑋
Hill， Michael Gibbs,韓嵩文
Hillenbrand， Margaret,何依霖
Hino， Kaisaburō,日野開三郎
Hinriches， T.J.,艾媞捷
Hinsch， Bret,韓獻博
Hinton， William,韓丁
Hipwell， William T.,衛子豪
Hirth， Friedrich,夏德
Ho， Brent,何浩洋
Ho， Hing-cheong,何慶昌
Ho， Hsun-yee,何洵怡
Ho， Karl,何嘉耀
Ho， Kayi,何嘉誼
Ho， Kelvin Yu-hin,何宇軒
Ho， Peng Yoke,何丙郁
Ho， Ping-ti,何炳棣
Ho， Sok Fong,賀淑芳
Ho， Vincent Wai-Kit,何偉傑
Ho， Virgil Kit-yiu,何傑堯
Ho， Wai Kam,何惠鑑
Höckelmann， Michael,何彌夏
Hockx， Michel,賀麥曉
Hoeppli， R.,何博禮
Hoffmann， Alfred,霍福民
Hofmann， Martin,賀馬丁
Hogarth， Courtney A.,山孩子
Hogan， Maurice,何近民
Hogg， Nicholas,何尼克
Holcombe， Charles,何肯
Holl， Augustin F. C.,霍爾
Höllmann， Thomas O.,賀東勵
Holm， David,賀大衛
Holzman， Donald,侯思孟
Homola， Stéphanie,賀樊怡
Hon， Tze-ki,韓子奇
Honey， David B.,韓大偉
Hong， Chin-fu,洪金富
Hong， Daisy,洪黛西
Hong， Jeehee,洪知希
Hong， Ji Yeon,洪知延
Hong， Yue,洪越
Hong， Zhaohui,洪朝暉
Honig， Emily,韓起瀾
Hood， Johanna,周安娜
Hoosain， Rumjahn,李永賢
Hope-Johnstone， J.,何不東
Hoppál， Krisztina Kinga,可茉
Hornfeck， Susanne,洪素珊
Horng， Menghsin Cindy,洪孟莘
Horng， Wann-Sheng,洪萬生
Hornig， Eike-Christian,何恪群
Hosne， Ana Carolina,侯安娜
Hoster， Barbara,巴佩蘭
Hou， Chi-ming,侯繼明
Hou， Ching-lang,侯錦郎
Hou， Hanru,侯翰如
Hou， Jeffrey,侯志仁
Houn， Franklin Wu,侯服五
Howard， Angela,何恩之
Howitt， Arnold M.,安諾德
Howson， Nicholas C.,郝山
Hrdlička， Zdeněk,何德理
Hrdličkova， Věna,何德佳
Hsia， Adrian,夏瑞春
Hsia， Chih-tsing,夏志清
Hsia， R. Po-chia,夏伯嘉
Hsia， Tao-tai,夏道泰
Hsia， Tsi-an,夏濟安
Hsiao， Chi-ching,蕭啟慶
Hsiao， Gene T.,肖淨
Hsiao， Hsin-huang Michael,蕭新煌
Hsiao， Kung-ch’üan,蕭公權
Hsiao， Li-Hua,蕭麗華
Hsiao， Li-ling,蕭麗玲
Hsiao， Tso-liang,蕭作梁
Hsiau， A-chin,蕭阿勤
Hsieh， Andrew,謝正光
Hsieh， Chang-tai,謝長泰
Hsieh， Daniel,謝立義
Hsieh， Hsiao-mei,謝筱玫
Hsieh， John Fuh-sheng,謝復生
Hsieh， Mei-yu,謝美裕
Hsieh， Shuwei,謝世維
Hsing， You-tien,邢幼田
Hsiung， Anne,熊安妮
Hsiung， Hsien-kuan Ann-Marie,熊賢關
Hsiung， James Chieh,熊玠
Hsiung， Yuwen,熊玉雯
Hsu， Cho-yun,許倬雲
Hsu， Francis L.K.,許烺光
Hsu， Hui-chin,許惠瑾
Hsu， Immanuel Chung-yueh,徐中約
Hsu， Jennifer,徐元敬
Hsu， Jia-Ling,胥嘉陵
Hsu， Kai-Yu,許芥昱
Hsu， King-yi Eugene,徐景頤
Hsu， Pi-ching,徐碧卿
Hsueh， Chun-tu,薛君度
Hsueh Romano， Roselyn,薛媖月
Hu， Anthony,胡寶柱
Hu， Bangbo,胡邦波
Hu， Baozhu,胡寶柱
Hu， Chunchun,胡春春
Hu， John Y. H.,胡耀恆
Hu， Ming-hui,胡明輝
Hu， Qiuhua,胡秋華
Hu， Qiulei,胡秋蕾
Hu， Robert,胡海濱
Hu， Tai-li,胡台麗
Hu， Xiaobai,胡簫白
Hu， Xuehua Sherwood,胡雪樺
Hu， Ying,胡纓
Hu， Yongguang,胡永光
Hu-Sterk， Florence,胡若詩
Hu-von Hinüber， Haiyan,胡海燕
Hua， Wei,華瑋
Huang， Alexander C.Y.,黃承元
Huang， Amy,黃書梅
Huang， Chi-chiang,黃啟江
Huang， Chiung-Chiu,黃瓊萩
Huang， Chun-chieh,黃俊傑
Huang， C. Julia,黃倩玉
Huang， C.T. James,黃正德
Huang， Fei,黃菲
Huang， Kuan-Min,黃冠閔
Huang， Jing,黃靖
Huang， Lanying,黃蘭媖
Huang， Martin,黃衛總
Huang， Paulos,黃保羅
Huang， Philip Chung-chih,黃宗智
Huang， Ping,黃平
Huang， Ray,黃仁宇
Huang， Shih-Shan Susan,黃士珊
Huang， Shiun-wey,黃宣衛
Huang， Shizhe,黃師哲
Huang， Shu-min,黃樹民
Huang， Siu-chi,黃秀璣
Huang， Sonja Meiting,黃渼婷
Huang， Wei-shan,黃維珊
Huang， Wun-yun,黃文彥
Huang， Xuelei,黃雪蕾
Huang， Yan,黃衍
Huang， Yang,黃洋
Huang， Yasheng,黃亞生
Huang， Yi-Hsun,黃繹勳
Huang， Yong,黃勇
Hubert， Ira,胡安華
Hucker， Charles O.,霍克
Hudeček， Jiří,胡吉瑞
Huetwell， Frederick G. L.,謝宇
Hughes， April D.,尤春桃
Hui， Calvin,許嘉文
Bhikshu， Huimin,釋惠敏
Hulsewé， A. F. P.,何四維
Hummel，Arthur W.,恆慕義
Hundhausen， Vincenz,洪濤生
Hung， Chang-tai,洪長泰
Hung， Chi-Hsiou,洪啟修
Hung， Eva,孔慧怡
Hung， Fred Chia-chun,洪家駿
Hung， Ming-shui,洪銘水
Hung， Tzu-hui Celina,洪子惠
Hung， William,洪業
Hunter， Michael Justin,胡明曉
Huntington， Rania,韓瑞亞
Hurvitz， Leon,郝理庵
Hüsemann， J. Henning,徐約和
Huters， Theodore,胡志德
Hutton， Eric L.,何艾克
Hwang， Byong-Moo,黃秉沫
Hwang， Mei-shu,黃美序
Hwang， Yih-Jye,黃義杰
Hymes， Robert P.,韓明士
,
I,
Idema， Wilt,伊維德
Ikeda， On,池田溫
Ikels， Charlotte,艾秀慈
Imura， Tetsuo,井村哲郎
Inada， Kenneth K.,稻田龜男
Indrisano， Gregory,尹貴格
Inglis， Alister,英格斯
Inoue， Masaya,井上正也
Inwood， Heather,殷海潔
Ip， Hung-Yok,葉紅玉
Ippoliti， Andrew,安泊遠
Irick， Robert Lee,艾文博
Irons， Edward,艾恩思
Isett， Christopher M.,艾仁民
Ishikawa， Tadashi,石川匡
Israel， John Warren,易杜強
Istenič， Saša,薩學東
Itō， Kin’ichirō,伊藤謹一郎
Ito， Tsuyoshi,伊藤剛
Ivanhoe， Philip J.,艾文賀
,
J,
Jablonski， Witold,夏白龍
Jackson， Paul Allen,姜寶龍
Jacobs， J. Bruce,家博
Jäger， Fritz,顏復禮
Jäger， Henrik,葉格正
Jagou， Fabienne,谷嵐
Jain， Susan P.,簡蘇珊
Jakimów， Małgorzata,齊歌沙
Jakóbowski， Jakub,葉谷
Jami， Catherine,詹嘉玲
Jamil， Nur Shahadah,沙哈娜
Jan， Yün-Hua,冉雲華
Jann， Adelhelm,楊阿德
Janousch， Andreas,楊德
Jansen， Thomas,楊森
Jao， Tsung-I,饒宗頤
Jasper， David,賈思柏
Jay， Jennifer,謝慧賢
Jefferson， Gary,謝千里
Jeffrey， David,謝大衛
Jenco， Leigh,李蕾
Jenne， Jeremiah,張志勱
Jeong， Janice Hyeju,鄭惠朱
Jerdén， Björn,葉必揚
Jessup， J. Brooks,江建明
Ji， Fengyuan,紀豐員
Ji， Michael,紀贇
Ji， Zhe,汲喆
Jia， Jinhua,賈晉華
Jia， Xijin,賈西津
Jiang， Changbin,姜長斌
Jiang， Rui,蔣銳
Jiang， Ryh-Shin,江日新
Jiang， Shuyong,蔣樹勇
Jiang， Tao,蔣濤
Jiang， Xinyan,姜新豔
Jiang， Yonglin,姜永琳
Jiang， Yu,江瑜
Jiao， Tianlong,焦天龍
Jin， Huan,金環
Jin， Jianfeng,金建峰
Jin， Qiu,金秋
Jin， Siyan,金絲燕
Jin， Yan,金燕
Jing， Jun,景軍
Jing-Schmidt， Zhuo,井茁
Jobin， Paul,彭保羅
Joby， Christopher,文良哲
Jochim， Christian,周克勤
Johansson， Perry,高洋
Johnson， Chalmers,詹隼
Johnson， Dale R.,章道犁
Johnson， David,姜士彬
Johnson， Graham,詹森
Johnson， Ian,張彥
Johnston， Alastair Iain,江憶恩
Johnston， Ian,艾喬恩
Johnston， R. F.,莊士敦
Jones， Andrew F.,安道
Jones， Stephen,鍾思第
Jones， William C.,鐘威廉 / 瓊斯
Jordan， David K.,焦大衛
Jordon， David,焦大衛
Jortay， Coraline,喬海霖
Joseph， William A.,鄒偉廉
Jost， Alexander,曹大龍
Judd， Ellen R.,朱愛嵐
Judge， Joan,紀家珍
Julien， Stanislas,儒蓮
Jullien， François,朱利安
Jung， Boyoung,丁甫榮
,
K,
Kachniewska， Magdalena,康宇晞
Kaden， Klaus,賈騰
Kafalas， Philip,高化嵐
Kahn， Harold,康無為
Kahn-Ackermann， Michael,阿克曼
Kaikkones， Marja,蓋瑪雅
Kais， Alexander,艾立德
Kaiser， Marjolijn,柯悠倫
Kaiser， Thomas,王漢誠
Kajdański， Edward,愛德華
Kalinowski， Marc,馬克
Kallio， Jyrki,高玉麒
Kaltenmark， Maxime,康德謨
Kam， Foong Janice,甘鳳
Kaneko， Shuichi,金子修一
Kang， Jie,康婕
Kang， Wenqing,康文慶
Kang， Xiaofei,康笑菲
Kao， Chen-yang,高晨揚
Kao， S. Y. Karl,高辛勇
Kao， Wei H.,高維泓
Kao， Yu-kung,高友工
Kao， Yuang-kuang,高永光
Karasawa， Yasuhiko,唐澤靖彥
Karl， Rebecca,柯瑞佳
Karlgren， Bernard,高本漢
Karvelyte， Kristina,柯絲婷
Kaske， Elisabeth,白莎
Kasoff， Ira,葛艾儒
Katz， Paul R.,康豹
Katz， Sophia,柯書斐
Kaup， Katherine P.,白荷婷
Kautz， Ulrich,高立希
Kavalski， Emilian,卡米廉
Ke， Chuanren,柯傳仁
Kee， Hiau Looi,紀曉蕊
Keenan， Barry,秦博理
Keene， Donald,柯內
Keightley， David N.,吉德煒
Keinan-Segev， Einor,柯一諾
Kelliher， Daniel,柯丹青
Kelley， Anna K.,黃柯靉娜
Kempa， Thomas,柯山
Keng， Ching,耿晴
Kenzheakhmet， Nurlan,努爾蘭
Kerfant， Céline E.,范瑟琳
Kerlan-Stephens， Anne,柯安娜
Kern， Iso,耿寧
Kern， Martin,柯馬丁
Keulemans， Pieter,古柏
Keum， Hieyeon,琴喜淵
Keyworth， George,紀強
Khan， Almaz,韓學鋒
Khayutina， Maria,夏玉婷
Khomenko， Olga,奧伊麗
Khor， Boon Eng,許文榮
Khor， Teik Huat,許德發
Kiely， Jan,楊凱里
Kieschnick， John,柯嘉豪
Kieser， Annette,安然
Killigrew， John W.,柯強威
Kim， Ha Poong,金河豊
Kim， Ho-dong,金浩東
Kim， Hyun Jung,金賢貞
Kim， Jeehey,金芝潓
Kim， Ji-hyun,金志玹
Kim， Kwang-ok,金光億
Kim， Najung,金娜廷
Kim， Ray Dongryul,金東烈
Kim， Samuel,金淳基
Kim， Taeho,金泰虎
Kim， Yangsu,金良守
Kim， Yongshin,金榮信
Kindall， Elizabeth,金漪妮
Kindermann， Gottfried-Karl,金德曼
King， Ambrose Y.C.,金耀基
King， Gail O.,蓋爾·金
King， Paul,金培堯
King， Richard,金瑞
King， Winnie,金婉玲
Kink， Sabine,金霞筆
Kinkley， Jeffrey C.,金介甫
Kinney， Anne B.,司馬安
Kinzley， Judd C.,金家德
Kipnis， Andrew B.,任柯安
Kirby， William C.,柯偉林
Kirkland， Russell,柯克蘭
Kironska， Kristina,柯蓉卡
Kit， Sivin,郭曉鳴
Kitano， Hsuan Chang,張璿
Klaiman， Todd,牟傳門
Klebba， Weronika,柯文妮
Kleeman， Faye Yuan,阮斐娜
Kleeman， Terry F.,祁泰履
Klein， Kenneth,柯蘭谷
Kleutghen， Kristina,李啟樂
Klimeš， Ondřej,林昂
Klöpsch， Volker,呂褔克
Klöter， Henning,韓可龍
Klotzbücher， Sascha,柯路山
Knapp， Keith,南愷時
Knapp， Ronald G.,那仲良
Knechtges， David R.,康達維
Knechtges， Taiping Chang,張泰平
Knight， Sabina,桑稟華
Ko， Dorothy,高彥頤
Ko， K'un-hua,戈鯤化
Kobayashi， Tomoo,小林知生
Köckritz， Angela,安可馨
Köhn， Livia,柯恩／孔維雅
Kolb， Raimund,科爾博
Kölla， Brigitte,柯佩琪
Kolmaš， Josef,高馬士
Kolpashnikova， Kamila,高明蕊
Komjathy， Louis,康思奇
Kong， Eva Lüdi,林小發
Kong， Kit-fan,江結芬
Kong， Shuyu,孔書玉
Koon， Yeewan,官綺雲
Koort， Jekaterina,葛佳
Kopper， Akos,高博雅
Kornreich， Yoel,孔揚
Kory， Stephan S.,柯思迪
Koscianski， Artur Jan,葛亞瑟
Koss， Nicholas,康士林
Köster， Hermann,顧若愚 / 顧成德
Kotar， Saša Istenič,薩學東
Kouwenhoven， Frank,高文厚
Kowallis， Jon Eugene von,寇致銘
Kowitsthienchai， Voranong,陳美芝
Koyama， Fujio,小山富士夫
Kozha， Ksenia,謝尼婭
Kozin， Ernest,楊肅
Knechtges， David,康達維
Kracke， Edward,柯睿格
Krader-Schlesinger， Ruth,史蕾仙
Kramer， Stefan,曠斯凡
Kraus， Richard,高樂
Krause， Carsten,康易清
Kraushaar， Frank,柯世浩
Krawczyk， Adrian,康阿迪
Krijgsman， Rens,武致知
Kristinsson， Thorsteinn,柯廷森
Kroes， Heinrich,胡魯士
Kröger， Teppo,柯泰柏
Kroker， Eduard,羅度華
Kroll， Paul W.,柯睿 / 號慕白
Krumbein， Frédéric,孔鵬飛
Kryukov， Michael V.,劉克甫
Kryukov， Vassili,劉華夏
Ku， Julian,古舉倫
Ku， Kun-hui,顧坤惠
Kuah-Pearce， Khun Eng,柯群英
Kuan， Chee-Wah,關志華
Kuan， Ping-Yin,關秉寅
Kubin， Wolfgang,顧彬
Kubler， Cornelius C.,顧百里
Kuczera， Stanislaw,顧哲
