,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数,异文
607,Eduard Horst von Tscharner,Tscharner,Eduard Horst von,常安爾,常安尔,常安爾,0,0,Tscharner, Eduard Horst von,0,0,0,0,10,
606,Alfred Tschepe,Tschepe,Alfred,彭亞伯,彭亚伯,彭亞伯,0,0,Tschepe, Alfred,0,0,0,0,10,
605,Shing-ngat,Tse,Shing-n,谢承屹,谢承屹,謝承屹,0,0,Tse,Shing-n,0,0,0,0,10,
604,Justin K.H. Tse,Tse,Justin K.H.,謝堅恒,谢坚恒,謝堅恒,0,0,Tse, Justin K.H.,0,0,0,0,10,
603,Tsui-Chi Tseng,Tseng,Tsui-Chi,曾垂祺,曾垂祺,曾垂祺,0,0,Tseng, Tsui-Chi,0,0,0,0,10,
602,Lillian Lan-Ying Tseng,Tseng,Lillian Lan-Ying,曾蓝莹,曾蓝莹,曾藍瑩,0,0,Tseng, Lillian Lan-Ying,0,0,0,0,20,
601,Chih-mien Adrian Tseng,Tseng,Chih-mien Adrian,曾稚棉,曾稚棉,曾稚棉,0,0,Tseng, Chih-mien Adrian,0,0,0,0,10,
600,Katherine R. Tsiang,Tsiang,Katherine R.,蒋人和,蒋人和,蔣人和,0,0,Tsiang, Katherine R.,0,0,0,0,10,
3585,Tsuen-hsuin Tsien,Tsien,Tsuen-hsuin,钱存训,钱存训,錢存訓,0,0,Tsien, Tsuen-hsuin,0,0,0,0,10,Cunxun Qian
599,Michael Tsin,Tsin,Michael,钱曾瑗,钱曾瑗,錢曾瑗,0,0,Tsin, Michael,0,0,0,0,20,
598,Yudru Tsomu,Tsomu,Yudru,金紅梅,金红梅,金紅梅,0,0,Tsomu, Yudru,0,0,0,0,10,
597,Tang Tsou,Tsou,Tang,鄒讜,邹谠,鄒讜,0,0,Tsou, Tang,0,0,0,0,10,
596,Tang Tsou,Tsou,Tang,邹傥,邹傥,鄒儻,0,0,Tsou, Tang,0,0,0,0,10,
3584,Jing Tsu,Tsu,Jing,石靜遠,石静远,石靜遠,0,0,Tsu, Jing,0,0,0,0,10,Jing Yuen Tsu
595,John B. Tsu,Tsu,John B.,祖炳民,祖炳民,祖炳民,0,0,Tsu, John B.,0,0,0,0,20,
594,Winnie Tsui,Tsui,Winnie,徐瑋,徐玮,徐瑋,0,0,Tsui, Winnie,0,0,0,0,10,
593,Zenryū Tsukamoto,Tsukamoto,Zenryū,塚本善隆,冢本善隆,塚本善隆,0,0,Tsukamoto, Zenryu,0,0,0,0,20,
592,Yuki Tsuruzono,Tsuruzono,Yuki,鶴園裕基,鹤园裕基,鶴園裕基,0,0,Tsuruzono, Yuki,0,0,0,0,10,
3582,Lien-che Tu,Tu,Lien-che,杜联喆,杜联喆,杜聯喆,0,0,Tu, Lien-che,0,0,0,0,10,Lien-che Tu
3583,Wei-ming Tu,Tu,Wei-ming,杜维明,杜维明,杜維明,0,0,Tu, Wei-ming,0,0,0,0,20,Wei-ming Tu
591,Feng-en Tu,Tu,Feng-en,塗豐恩,涂丰恩,塗豐恩,0,0,Tu, Feng-en,0,0,0,0,10,
3581,Ching-I Tu,Tu,Ching-I,涂经诒,涂经诒,塗經詒,0,0,Tu,Ching-I,1935,0,美国华裔,0,10,Ching-I Tu
590,Ching-I Tu,Tu,Ching-I,涂经怡,涂经怡,塗經怡,0,0,Tu, Ching-I,0,0,0,0,10,
589,Nancy Bernkopf Tucker,Tucker,Nancy Bernkopf,唐耐心,唐耐心,唐耐心,0,0,Tucker, Nancy Bernkopf,0,0,0,0,20,
588,Antonella Tulli,Tulli,Antonella,圖莉,图莉,圖莉,0,0,Tulli, Antonella,0,0,0,0,10,
587,Hans H. Tung,Tung,Hans H.,童涵浦,童涵浦,童涵浦,0,0,Tung, Hans H.,0,0,0,0,10,
586,Richard Turcsanyi,Turcsanyi,Richard,杜瑞奇,杜瑞奇,杜瑞奇,0,0,Turcsanyi, Richard,0,0,0,0,10,
585,Karen Turner,Turner,Karen,高道蕴,高道蕴,高道蘊,0,0,Turner, Karen,0,0,0,0,20,
584,Gray Tuttle,Tuttle,Gray,滕华睿,滕华睿,滕華睿,0,0,Tuttle, Gray,0,0,0,0,10,
582,Denis Twitchett,Twitchett,Denis,崔瑞德,崔瑞德,崔瑞德,0,杜希德,Twitchett, Denis,0,0,0,0,10,
583,Denis C. Twitchett,Twitchett,Denis C.,杜希德,杜希德,杜希德,0,0,Twitchett, Denis C.,0,0,0,0,10,
581,Ovid Tzeng,Tzeng,Ovid,曾志朗,曾志朗,曾志朗,0,0,Tzeng, Ovid,0,0,0,0,20,
580,Monika Übelhör,Übelhör,Monika,餘蓓荷,余蓓荷,餘蓓荷,0,0,Ubelhor, Monika,0,0,0,0,10,
579,Aurelija Ulbinaite,Ulbinaite,Aurelija,吳莉雅,吴莉雅,吳莉雅,0,0,Ulbinaite, Aurelija,0,0,0,0,10,
578,Anne P. Underhill,Underhill,Anne P.,文德安,文德安,文德安,0,0,Underhill, Anne P.,0,0,0,0,20,
576,Jonathan Unger,Unger,Jonathan,安戈,安戈,安戈,0,0,Unger, Jonathan,0,0,0,0,20,
577,Ulrich Unger,Unger,Ulrich,翁有理,翁有理,翁有理,0,0,Unger,Ulrich,0,0,0,0,10,
3580,Paul Unschuld,Unschuld,Paul,文樹德,文树德,文樹德,0,0,Unschuld, Paul,0,0,0,0,10,Paul Ulrich Unschuld
575,John Christopher Upton,Upton,John Christopher,歐啟祥,欧启祥,歐啟祥,0,0,Upton, John Christopher,0,0,0,0,10,
574,Christian Utz,Utz,Christian,思想悟子,思想悟子,思想悟子,0,0,Utz, Christian,0,0,0,0,20,
573,Davide Vacatello,Vacatello,Davide,呂布,吕布,呂布,0,0,Vacatello, Davide,0,0,0,0,10,
572,Carsten T. Vala,Vala,Carsten T.,魏忠克,魏忠克,魏忠克,0,0,Vala, Carsten T.,0,0,0,0,10,
571,Martine Vallette-Hemery,Vallette-Hemery,Martine,赫美丽,赫美丽,赫美麗,0,0,Vallette-Hemery,Martine,0,0,0,0,10,
570,Elena Valussi,Valussi,Elena,阿琳娜,阿琳娜,阿琳娜,0,0,Valussi, Elena,0,0,0,0,10,
569,Peter Vamos,Vamos,Peter,王俊逸,王俊逸,王俊逸,0,0,Vamos, Peter,0,0,0,0,10,
568,Newell Ann van Auken,van Auken,Newell Ann,方妮安,方妮安,方妮安,0,0,van Auken,Newell Ann,0,0,0,0,10,
567,Jaap Van Brakel,Van Brakel,Jaap,柯靂平,柯雳平,柯靂平,0,0,Van Brakel, Jaap,0,0,0,0,10,
566,Maghiel Van Crevel,Van Crevel,Maghiel,柯雷,柯雷,柯雷,0,0,Van Crevel, Maghiel,0,0,0,0,10,
565,Raphaël Van Daele,Van Daele,Raphaël,戴若飛,戴若飞,戴若飛,0,0,Van Daele, Raphael,0,0,0,0,10,
564,Hans J. Van de Ven,Van de Ven,Hans J.,方德萬,方德万,方德萬,0,0,Van de Ven, Hans J.,0,0,0,0,10,
563,J. Van den Brandt,Van den Brandt,J.,方立中,方立中,方立中,0,0,Van den Brandt, J.,0,0,0,0,10,
3579,Leonard W J Van der Kuijp,Van der Kuijp,Leonard W J,范德康,范德康,範德康,0,0,Van der Kuijp, Leonard W J,0,0,0,0,10,Leonard W. J. van der Kuijp
562,M. Van der Valk,Van der Valk,M.,範可法,范可法,範可法,0,0,Van der Valk, M.,0,0,0,0,10,
561,Peter Van der Veer,Van der Veer,Peter,範彼德,范彼德,範彼德,0,0,Van der Veer, Peter,0,0,0,0,10,
560,Gerrit Van der Wees,Van der Wees,Gerrit,韋傑理,韦杰理,韋傑理,0,0,Van der Wees, Gerrit,0,0,0,0,10,
559,Paul Van Els,Van Els,Paul,葉波,叶波,葉波,0,0,Van Els, Paul,0,0,0,0,10,
3578,Hans van Ess,van Ess,Hans,叶翰,叶翰,葉翰,0,0,van Ess,Hans,1962,0,德国,0,12,Hans Van Ess
558,Edmund Van Genechten,Van Genechten,Edmund,方希聖,方希圣,方希聖,0,0,Van Genechten, Edmund,0,0,0,0,10,
3577,Hans Van Gulik,Van Gulik,Hans,高羅佩,高罗佩,高羅佩,0,0,Van Gulik, Hans,0,0,0,0,10,Robert Hans van Gulik
557,Joseph Van Hecken,Van Hecken,Joseph,賀歌南,贺歌南,賀歌南,0,0,Van Hecken, Joseph,0,0,0,0,10,
556,Nathalie Van Looy,Van Looy,Nathalie,羅玨,罗珏,羅玨,0,0,Van Looy, Nathalie,0,0,0,0,10,
555,Peter Van Ness,Van Ness,Peter,範乃思,范乃思,範乃思,0,0,Van Ness, Peter,0,0,0,0,10,
3576,Bryan Van Norden,Van Norden,Bryan,萬百安,万百安,萬百安,0,0,Van Norden, Bryan,0,0,0,0,10,Bryan W. van Norden
554,Steven Van Zoeren,Van Zoeren,Steven,范佐仑,范佐仑,範佐侖,0,范佐仁,Van Zoeren, Steven,0,0,0,0,20,
553,Brigid Vance,Vance,Brigid,範莉潔,范莉洁,範莉潔,0,0,Vance, Brigid,0,0,0,0,10,
552,Eric Vanden Bussche,Vanden Bussche,Eric,萬德煦,万德煦,萬德煦,0,0,Vanden Bussche, Eric,0,0,0,0,10,
3575,Leon Vandermeersch,Vandermeersch,Leon,汪德迈,汪德迈,汪德邁,0,0,Vandermeersch, Leon,0,0,0,0,20,Leon Vandermeersch
551,Harrie A. Vanderstappen,Vanderstappen,Harrie A.,斯德本,斯德本,斯德本,0,范德本,Vanderstappen, Harrie A.,0,0,0,0,20,
550,Griet Vankeerbergen,Vankeerbergen,Griet,方丽特,方丽特,方麗特,0,0,Vankeerbergen, Griet,0,0,0,0,10,
549,Paula M. Varsano,Varsano,Paula M.,方葆珍,方葆珍,方葆珍,0,0,Varsano, Paula M.,0,0,0,0,20,
548,Sebastian Veg,Veg,Sebastian,魏简,魏简,魏簡,0,0,Veg, Sebastian,0,0,0,0,10,
3574,Paul Ven Dyke,Ven Dyke,Paul,范岱克,范岱克,範岱克,0,0,Ven Dyke, Paul,0,0,0,0,10,Paul A. Van Dyke
547,Olivier Venture,Venture,Olivier,風儀誠,风仪诚,風儀誠,0,0,Venture, Olivier,0,0,0,0,10,
546,Dan K. J. Vercammen,Vercammen,Dan K. J.,費丹凝,费丹凝,費丹凝,0,0,Vercammen, Dan K. J.,0,0,0,0,10,
545,Alla Verchenko,Verchenko,Alla,韋艾蘭,韦艾兰,韋艾蘭,0,0,Verchenko, Alla,0,0,0,0,10,
544,Franciscus Verellen,Verellen,Franciscus,傅飞岚,傅飞岚,傅飛嵐,0,0,Verellen, Franciscus,0,0,0,0,20,
543,Hubert Germain Verhaeren,Verhaeren,Hubert Germain,惠澤霖,惠泽霖,惠澤霖,0,0,Verhaeren, Hubert Germain,0,0,0,0,10,
542,Benoît Vermander,Vermander,Benoît,魏明德,魏明德,魏明德,0,0,Vermander, Benoit,0,0,0,0,10,
541,Eduard B. Vermeer,Vermeer,Eduard B.,弗美爾,弗美尔,弗美爾,0,0,Vermeer, Eduard B.,0,0,0,0,10,
540,Aat Vervoorn,Vervoorn,Aat,文青云,文青云,文青雲,0,0,Vervoorn, Aat,0,0,0,0,20,
539,Barbora Vesterová,Vesterová,Barbora,巍白璧,巍白璧,巍白璧,0,0,Vesterova, Barbora,0,0,0,0,10,
538,Hélène Vetch,Vetch,Hélène,魏普賢,魏普贤,魏普賢,0,0,Vetch, Helene,0,0,0,0,10,
537,Viatcheslav Vetrov,Vetrov,Viatcheslav,思风,思风,思風,0,0,Vetrov, Viatcheslav,0,0,0,0,20,
536,Paul Vial,Vial,Paul,邓明德,邓明德,鄧明德,0,0,Vial, Paul,0,0,0,0,10,
535,Matja Vidmar,Vidmar,Matja,魏馬江,魏马江,魏馬江,0,0,Vidmar, Matja,0,0,0,0,10,
534,Paul Vierthaler,Vierthaler,Paul,李友仁,李友仁,李友仁,0,0,Vierthaler, Paul,0,0,0,0,10,
533,Florent Villard,Villard,Florent,費南,费南,費南,0,0,Villard, Florent,0,0,0,0,10,
3573,Richard Vinograd,Vinograd,Richard,文以誠,文以诚,文以誠,0,0,Vinograd, Richard,0,0,0,0,10,Richard E. Vinograd
532,Andrei Vinogradov,Vinogradov,Andrei,魏安褔,魏安褔,魏安褔,0,0,Vinogradov, Andrei,0,0,0,0,10,
531,Curie Virag,Virag,Curie,鄭貴利,郑贵利,鄭貴利,0,0,Virag, Curie,0,0,0,0,10,
530,Robin Visser,Visser,Robin,魏若冰,魏若冰,魏若冰,0,0,Visser, Robin,0,0,0,0,10,
529,Willem Vissering,Vissering,Willem,卫斯林,卫斯林,衛斯林,0,0,Vissering, Willem,0,0,0,0,10,
528,Arnold Vissière,Vissière,Arnold,微席葉,微席叶,微席葉,0,0,Vissiere, Arnold,0,0,0,0,10,
527,Giovanni Vitiello,Vitiello,Giovanni,魏矚安,魏瞩安,魏矚安,0,0,Vitiello, Giovanni,0,0,0,0,10,
526,Brian Vivier,Vivier,Brian,魏春秋,魏春秋,魏春秋,0,0,Vivier, Brian,0,0,0,0,10,
524,Ezra F. Vogel,Vogel,Ezra F.,傅高义,傅高义,傅高義,0,0,Vogel, Ezra F.,0,0,0,0,20,
525,Hans-Ulrich Vogel,Vogel,Hans Ulrich,傅漢思B,傅汉思B,傅漢思B,0,0,Vogel, Hans Ulrich,0,0,0,0,10,
523,Alexei Volkov,Volkov,Alexei,琅元,琅元,琅元,0,0,Volkov, Alexei,0,0,0,0,10,
522,Sophie Volpp,Volpp,Sophie,袁书菲,袁书菲,袁書菲,0,0,Volpp, Sophie,0,0,0,0,20,
3572,Lothar Von Falkenhausen,Von Falkenhausen,Lothar,罗泰,罗泰,羅泰,0,0,Von Falkenhausen, Lothar,0,0,0,0,10,Lothar von Falkenhausen
3571,Richard Von Glahn,Von Glahn,Richard,万志英,万志英,萬志英,0,0,Von Glahn, Richard,0,0,0,0,10,Richard von Glahn
521,Hinrich Voss,Voss,Hinrich,傅恒昕,傅恒昕,傅恒昕,0,0,Voss, Hinrich,0,0,0,0,10,
520,Sergey Vradiy,Vradiy,Sergey,傅乐吉,傅乐吉,傅樂吉,0,0,Vradiy, Sergey,0,0,0,0,20,
519,Victor Vuilleumier,Vuilleumier,Victor,宇樂文,宇乐文,宇樂文,0,0,Vuilleumier, Victor,0,0,0,0,10,
518,Daniel F. Vukovich,Vukovich,Daniel F.,胡德,胡德,胡德,0,0,Vukovich, Daniel F.,0,0,0,0,10,
517,Henk Vynckier,Vynckier,Henk,馮翰士,冯翰士,馮翰士,0,0,Vynckier, Henk,0,0,0,0,10,
516,Alan Wachman,Wachman,Alan,華安瀾,华安澜,華安瀾,0,0,Wachman, Alan,0,0,0,0,10,
515,Geoff Wade,Wade,Geoff,韦杰夫,韦杰夫,韋傑夫,0,0,Wade, Geoff,0,0,0,0,20,
514,Gerd Wädow,Wädow,Gerd,魏道恒,魏道恒,魏道恒,0,0,Wadow, Gerd,0,0,0,0,10,
510,Donald B. Wagner,Wagner,Donald B.,华道安,华道安,華道安,0,0,Wagner, Donald B.,0,0,0,0,10,
513,Rudolf G. Wagner,Wagner,Rudolf G.,瓦格納,瓦格纳,瓦格納,0,0,Wagner, Rudolf G.,0,0,0,0,20,
512,Mayke Wagner,Wagner,Mayke,王睦,王睦,王睦,0,0,Wagner, Mayke,0,0,0,0,10,
511,M. L. Wagner,Wagner,M. L.,魏瑪莎,魏玛莎,魏瑪莎,0,0,Wagner, M. L.,0,0,0,0,10,
509,Sarka Cabadova Waisova,Waisova,Sarka Cabadova,白夏爾,白夏尔,白夏爾,0,0,Waisova, Sarka Cabadova,0,0,0,0,10,
508,Masahiro Wakabayshi,Wakabayshi,Masahiro,若林正丈,若林正丈,若林正丈,0,0,Wakabayshi, Masahiro,0,0,0,0,10,
3570,Frederic Evans Wakeman,Wakeman,Frederic Evans,魏斐德,魏斐德,魏斐德,0,0,Wakeman, Frederic Evans,0,0,0,0,10,"Frederic Wakeman, Jr."
507,Eric Wakin,Wakin,Eric,魏肯,魏肯,魏肯,0,0,Wakin, Eric,0,0,0,0,10,
506,Andrew G. Walder,Walder,Andrew G.,魏昂德,魏昂德,魏昂德,0,0,Walder, Andrew G.,0,0,0,0,20,
505,Arthur N. Waldron,Waldron,Arthur N.,林霨,林霨,林霨,0,0,Waldron, Arthur N.,0,0,0,0,10,
504,Arthur Waley,Waley,Arthur,韋利,韦利,韋利,0,0,Waley, Arthur,0,0,0,0,10,
503,Joanna Waley-Cohen,Waley-Cohen,Joanna,卫周安,卫周安,衛周安,0,0,Waley-Cohen, Joanna,0,0,0,0,20,
502,Richard M. Walker,Walker,Richard M.,華樂勤,华乐勤,華樂勤,0,0,Walker, Richard M.,0,0,0,0,10,
501,Galal LeRoy Walker,Walker,Galal LeRoy,吴伟克,吴伟克,吳偉克,0,0,Walker, Galal LeRoy,0,0,0,0,20,
500,Jeremy Wallace,Wallace,Jeremy,万家瑞,万家瑞,萬家瑞,0,0,Wallace, Jeremy,0,0,0,0,10,
499,Ann Waltner,Waltner,Ann,王安,王安,王安,0,0,Waltner, Ann,0,0,0,0,20,
498,Linda Walton,Walton,Linda,万安玲,万安玲,萬安玲,0,0,Walton, Linda,0,0,0,0,20,
496,Ming Wan,Wan,Ming,萬明,万明,萬明,0,0,Wan, Ming,0,0,0,0,10,
497,Sze-kar Wan,Wan,Sze-kar,溫司卡,温司卡,溫司卡,0,0,Wan, Sze-kar,0,0,0,0,10,
3569,May Wang,Wang,May,楼占梅,楼占梅,樓佔梅,0,0,Wang, May,0,0,0,0,10,May Wang
471,Phillys T. Wang,Wang,Phillys T.,汪次昕,汪次昕,汪次昕,0,0,Wang, Phillys T.,0,0,0,0,20,
444,Haixia Wang,Wang,Haixia,汪海霞,汪海霞,汪海霞,0,0,Wang, Haixia,0,0,0,0,20,
465,Liping Wang,Wang,Liping,汪利平,汪利平,汪利平,0,0,Wang, Liping,0,0,0,0,20,
487,Yi-chu Wang,Wang,Yi-chu,汪一駒,汪一驹,汪一駒,0,0,Wang, Yi-chu,0,0,0,0,10,
438,Eugene Yuejin Wang,Wang,Eugene Yuejin,汪悅進,汪悦进,汪悅進,0,0,Wang, Eugene Yuejin,0,0,0,0,20,
423,Aihe Wang,Wang,Aihe,王爱和,王爱和,王愛和,0,0,Wang, Aihe,0,0,0,0,20,
424,Ay-ling Wang,Wang,Ay-ling,王瑷玲,王瑷玲,王璦玲,0,0,Wang, Ay-ling,0,0,0,0,20,
425,Ban Wang,Wang,Ban,王斑,王斑,王斑,0,0,Wang, Ban,0,0,0,0,20,
426,Bo Wang,Wang,Bo,王博,王博,王博,0,0,Wang, Bo,0,0,0,0,10,
478,Tch’ang-tche Wang,Wang,Tch’ang-tche,王昌祉,王昌祉,王昌祉,0,0,Wang, Tch’ang-tche,0,0,0,0,10,
429,Chaohua Wang,Wang,Chaohua,王超华,王超华,王超華,0,0,Wang, Chaohua,0,0,0,0,20,
431,Chenguang Wang,Wang,Chenguang,王晨光,王晨光,王晨光,0,0,Wang, Chenguang,0,0,0,0,10,
432,Chengzhi Wang,Wang,Chengzhi,王成志,王成志,王成志,0,0,Wang, Chengzhi,0,0,0,0,20,
3563,David Wang,Wang,David,王德威,王德威,王德威,0,0,Wang, David,0,0,0,0,10,David Der-Wei Wang
436,Di Wang,Wang,Di,王笛,王笛,王笛,0,0,Wang, Di,0,0,0,0,20,
437,Dong Wang,Wang,Dong,王栋,王栋,王棟,0,0,Wang, Dong,0,0,0,0,10,
439,Fan-sen Wang,Wang,Fan-sen,王泛森,王泛森,王泛森,0,0,Wang, Fan-sen,0,0,0,0,10,
428,Camille Wang,Wang,Camille,王芳,王芳,王芳,0,0,Wang, Camille,0,0,0,0,10,
3565,Fei-ling Wang,Wang,Fei-ling,王飞凌,王飞凌,王飛凌,0,0,Wang, Fei-ling,0,0,0,0,10,Fei-ling Wang
440,Feng Wang,Wang,Feng,王丰,王丰,王豐,0,0,Wang, Feng,0,0,0,0,20,
441,Fu-chang Wang,Wang,Fu-chang,王甫昌,王甫昌,王甫昌,0,0,Wang, Fu-chang,0,0,0,0,10,
3566,Gang Wang,Wang,Gang,王崗,王岗,王崗,0,0,Wang, Gang,0,0,0,0,10,Richard Wang
3567,Gungwu Wang,Wang,Gungwu,王賡武,王赓武,王賡武,0,0,Wang, Gungwu,0,0,0,0,10,Gung-wu Wang
443,Guanhua Wang,Wang,Guanhua,王冠华,王冠华,王冠華,0,0,Wang, Guanhua,0,0,0,0,10,
447,Hongying Wang,Wang,Hongying,王红缨,王红缨,王紅纓,0,0,Wang, Hongying,0,0,0,0,20,
445,Hongjie Wang,Wang,Hongjie,王宏杰,王宏杰,王宏傑,0,0,Wang, Hongjie,0,0,0,0,10,
448,Hong-zen Wang,Wang,Hong-zen,王宏仁,王宏仁,王宏仁,0,0,Wang, Hong-zen,0,0,0,0,10,
446,Hongtu Wang,Wang,Hongtu,王宏圖,王宏图,王宏圖,0,0,Wang, Hongtu,0,0,0,0,10,
450,Hua Wang,Wang,Hua,王华,王华,王華,0,0,Wang, Hua,0,0,0,0,20,
433,Chi-chen Wang,Wang,Chi-chen,王际真,王际真,王際真,0,0,Wang, Chi-chen,0,0,0,0,20,
452,Jian Wang,Wang,Jian,王坚,王坚,王堅,0,0,Wang, Jian,0,0,0,0,20,
434,Chien-ch’uan Wang,Wang,Chien-ch’uan,王見川,王见川,王見川,0,0,Wang, Chien-ch’uan,0,0,0,0,10,
453,Jianqi Wang,Wang,Jianqi,王建琦,王建琦,王建琦,0,0,Wang, Jianqi,0,0,0,0,10,
454,Jianwei Wang,Wang,Jianwei,王建伟,王建伟,王建偉,0,0,Wang, Jianwei,0,0,0,0,20,
455,Jiaosheng Wang,Wang,Jiaosheng,王椒生,王椒生,王椒生,0,0,Wang, Jiaosheng,0,0,0,0,10,
456,Jin Wang,Wang,Jin,王瑾,王瑾,王瑾,0,0,Wang, Jin,0,0,0,0,10,
427,C.H. Wang,Wang,C.H.,王靖献,王靖献,王靖獻,0,0,Wang, C.H.,0,0,0,0,20,
459,John C. Y. Wang,Wang,John C. Y.,王靖宇,王靖宇,王靖宇,0,0,Wang, John C. Y.,0,0,0,0,20,
457,Jing Wang,Wang,Jing,王靜,王静,王靜,0,0,Wang, Jing,0,0,0,0,10,
435,Ching-ju Wang,Wang,Ching-ju,王靜如,王静如,王靜如,0,0,Wang, Ching-ju,0,0,0,0,10,
458,Jiong Wang,Wang,Jiong,王炯,王炯,王炯,0,0,Wang, Jiong,0,0,0,0,20,
463,Liming Wang,Wang,Liming,王黎明,王黎明,王黎明,0,0,Wang, Liming,0,0,0,0,10,
462,Li-jung Wang,Wang,Li-jung,王俐容,王俐容,王俐容,0,0,Wang, Li-jung,0,0,0,0,10,
466,Li-wen Wang,Wang,Li-wen,王莉雯,王莉雯,王莉雯,0,0,Wang, Li-wen,0,0,0,0,10,
464,Lingzhen Wang,Wang,Lingzhen,王玲珍,王玲珍,王玲珍,0,0,Wang, Lingzhen,0,0,0,0,20,
467,Meixiu Wang,Wang,Meixiu,王美秀,王美秀,王美秀,0,0,Wang, Meixiu,0,0,0,0,10,
469,Ming-te Wang,Wang,Ming-te,王明德,王明德,王明德,0,0,Wang, Ming-te,0,0,0,0,10,
468,Mingming Wang,Wang,Mingming,王銘銘,王铭铭,王銘銘,0,0,Wang, Mingming,0,0,0,0,10,
470,Nian-tzu Wang,Wang,Nian-tzu,王念祖,王念祖,王念祖,0,0,Wang, Nian-tzu,0,0,0,0,10,
472,Qing Wang,Wang,Qing,王清,王清,王清,0,0,Wang, Qing,0,0,0,0,10,
451,Jessica Ching-sze Wang,Wang,Jessica Ching-sze,王清思,王清思,王清思,0,0,Wang, Jessica Ching-sze,0,0,0,0,20,
3564,Edward Wang,Wang,Edward,王晴佳,王晴佳,王晴佳,0,0,Wang, Edward,0,0,0,0,10,Q. Edward Wang
474,Sangui Wang,Wang,Sangui,王三贵,王三贵,王三貴,0,0,Wang, Sangui,0,0,0,0,20,
475,Shaoguang Wang,Wang,Shaoguang,王绍光,王绍光,王紹光,0,0,Wang, Shaoguang,0,0,0,0,20,
480,William S.Y. Wang,Wang,William S.Y.,王士元,王士元,王士元,0,0,Wang, William S.Y.,0,0,0,0,20,
476,Shuofeng Wang,Wang,Shuofeng,王碩豐,王硕丰,王碩豐,0,0,Wang, Shuofeng,0,0,0,0,10,
477,Song-mu Wang,Wang,Song-mu,王松木,王松木,王松木,0,0,Wang, Song-mu,0,0,0,0,10,
479,Vincent Wei-Cheng Wang,Wang,Vincent Wei-Cheng,王維正,王维正,王維正,0,0,Wang, Vincent Wei-Cheng,0,0,0,0,10,
481,Xi Wang,Wang,Xi,王希,王希,王希,0,0,Wang, Xi,0,0,0,0,10,
483,Xiaoqiang Wang,Wang,Xiaoqiang,王小強,王小强,王小強,0,0,Wang, Xiaoqiang,0,0,0,0,20,
482,Xiao-jue Wang,Wang,Xiao-jue,王曉玨,王晓珏,王曉玨,0,0,Wang, Xiao-jue,0,0,0,0,10,
461,Julie Wang,Wang,Julie,王晓燕,王晓燕,王曉燕,0,0,Wang, Julie,0,0,0,0,20,
484,Xinyang Wang,Wang,Xinyang,王心揚,王心扬,王心揚,0,0,Wang, Xinyang,0,0,0,0,10,
449,Hsiu-huei Wang,Wang,Hsiu-huei,王秀惠,王秀惠,王秀惠,0,0,Wang, Hsiu-huei,0,0,0,0,10,
485,Xiuyu Wang,Wang,Xiuyu,王秀玉,王秀玉,王秀玉,0,0,Wang, Xiuyu,0,0,0,0,10,
3568,Isabel Wang,Wang,Isabel,王豔君,王艳君,王豔君,0,0,Wang, Isabel,0,0,0,0,10,Yanjun Isabel Wang
486,Yeh-chien Wang,Wang,Yeh-chien,王業鍵,王业键,王業鍵,0,0,Wang, Yeh-chien,0,0,0,0,10,
489,Yi-t’ung Wang,Wang,Yi-t’ung,王伊同,王伊同,王伊同,0,0,Wang, Yi-t’ung,0,0,0,0,20,
488,Ying Wang,Wang,Ying,王迎,王迎,王迎,0,0,Wang, Ying,0,0,0,0,20,
490,Yu-san Wang,Wang,Yu-san,王育三,王育三,王育三,0,0,Wang, Yu-san,0,0,0,0,10,
473,Ray Wang,Wang,Ray,王韻,王韵,王韻,0,0,Wang, Ray,0,0,0,0,10,
492,Zhengxu Wang,Wang,Zhengxu,王正绪,王正绪,王正緒,0,0,Wang, Zhengxu,0,0,0,0,20,
491,Zheng Wang,Wang,Zheng,王政,王政,王政,0,0,Wang, Zheng,0,0,0,0,20,
493,Zhicheng Wang,Wang,Zhicheng,王志誠,王志诚,王志誠,0,0,Wang, Zhicheng,0,0,0,0,10,
442,George Chung Wang,Wang,George Chung,王中,王中,王中,0,0,Wang, George Chung,0,0,0,0,10,
460,Jong Wang,Wang,Jong,王仲,王仲,王仲,0,0,Wang, Jong,0,0,0,0,20,
494,Zhusheng Wang,Wang,Zhusheng,王筑生,王筑生,王築生,0,0,Wang, Zhusheng,0,0,0,0,20,
495,Zichu Wang,Wang,Zichu,王子初,王子初,王子初,0,0,Wang, Zichu,0,0,0,0,20,
430,Chelsea Zi Wang,Wang,Chelsea Zi,王紫,王紫,王紫,0,0,Wang, Chelsea Zi,0,0,0,0,10,
422,Xiaobing Wang-Riese,Wang-Riese,Xiaobing,王霄冰,王霄冰,王霄冰,0,0,Wang-Riese, Xiaobing,0,0,0,0,10,
421,David L. Wank,Wank,David L.,王達偉,王达伟,王達偉,0,0,Wank, David L.,0,0,0,0,10,
420,David L Wank,Wank,David L,王大伟,王大伟,王大偉,0,0,Wank, David L,0,0,0,0,10,
419,Sandi P. Ward,Ward,Sandi P.,伍善妮,伍善妮,伍善妮,0,0,Ward, Sandi P.,0,0,0,0,10,
418,Artur Wardega,Wardega,Artur,萬德化,万德化,萬德化,0,0,Wardega, Artur,0,0,0,0,10,
