,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数,异文
3530,Pascal Abb,Abb,Pascal,艾沛思,艾沛思,艾沛思,0,0,Abb, Pascal,0,0,0,0,10,
3529,Stanley Abe,Abe,Stanley,阿部贤次,阿部贤次,阿部賢次,0,0,Abe, Stanley,0,0,0,0,10,
3528,Oded Abt,Abt,Oded,歐克德,欧克德,歐克德,0,0,Abt, Oded,0,0,0,0,10,
3527,Pedro Acosta,Acosta,Pedro,柯彼得,柯彼得,柯彼得,0,0,Acosta, Pedro,0,0,0,0,10,
3526,Harold Acton,Acton,Harold,艾克顿,艾克顿,艾克頓,0,0,Acton, Harold,0,0,0,0,20,
3525,Kiroku Adachi,Adachi,Kiroku,足立喜六,足立喜六,足立喜六,0,0,Adachi, Kiroku,0,0,0,0,10,
3523,Piotr Adamek,Adamek,Piotr,顧孝永,顾孝永,顧孝永,0,0,Adamek, Piotr,0,0,0,0,10,
3524,Wendi Adamek,Adamek,Wendi,韦闻笛,韦闻笛,韋聞笛,0,0,Adamek, Wendi,0,0,0,0,20,
3895,Joseph Adler,Adler,Joseph,艾周思,艾周思,艾周思,0,0,Adler, Joseph,0,0,0,0,10,Joseph A. Adler
3522,Nick Admussen,Admussen,Nick,安敏軒,安敏轩,安敏軒,0,0,Admussen, Nick,0,0,0,0,10,
3521,Liubov Afonina,Afonina,Liubov,劉雨馨,刘雨馨,劉雨馨,0,0,Afonina, Liubov,0,0,0,0,10,
3519,Byung-joon Ahn,Ahn,Byung-joon,安秉俊,安秉俊,安秉俊,0,0,Ahn, Byung-joon,0,0,0,0,10,
3520,Juhn Ahn,Ahn,Juhn,安俊泳,安俊泳,安俊泳,0,0,Ahn, Juhn,0,0,0,0,10,
3518,Göran Aijmer,Aijmer,Göran,艾堯仁,艾尧仁,艾堯仁,0,0,Aijmer, Goran,0,0,0,0,10,
3517,Eli N. Alberts,Alberts,Eli N.,伊萊,伊莱,伊萊,0,0,Alberts, Eli N.,0,0,0,0,10,
3516,Clark L. Alejandrino,Alejandrino,Clark L.,蔡瀚霖,蔡瀚霖,蔡瀚霖,0,0,Alejandrino, Clark L.,0,0,0,0,10,
3515,William P. Alford,Alford,William P.,安守廉,安守廉,安守廉,0,0,Alford, William P.,0,0,0,0,20,
3514,Grant Alger,Alger,Grant,葛治平,葛治平,葛治平,0,0,Alger, Grant,0,0,0,0,10,
3894,Guy S. Alitto,Alitto,Guy S.,艾恺,艾恺,艾愷,0,0,Alitto, Guy S.,0,0,0,0,10,Guy Salvatore Alitto
3893,Sarah Allan,Allan,Sarah,艾兰,艾兰,艾蘭,0,0,Allan, Sarah,0,0,0,0,20,Sarah Allan
3513,Joseph R. Allen,Allen,Joseph R.,周文龙,周文龙,周文龍,0,0,Allen, Joseph R.,0,0,0,0,20,
3512,Robert E. Allinson,Allinson,Robert E.,爱莲心,爱莲心,愛蓮心,0,0,Allinson, Robert E.,0,0,0,0,20,
3511,Fiorella Allio,Allio,Fiorella,艾茉莉,艾茉莉,艾茉莉,0,0,Allio, Fiorella,0,0,0,0,10,
3510,Thomas T. Allsen,Allsen,Thomas T.,艾爾森,艾尔森,艾爾森,0,0,Allsen, Thomas T.,0,0,0,0,10,
3509,Wilson Almeida,Almeida,Wilson,歐威信,欧威信,歐威信,0,0,Almeida, Wilson,0,0,0,0,10,
3508,Niki Alsford,Alsford,Niki,歐尼基,欧尼基,歐尼基,0,0,Alsford, Niki,0,0,0,0,10,
3507,Roland Altenburger,Altenburger,Roland,安如巒,安如峦,安如巒,0,0,Altenburger, Roland,0,0,0,0,10,
3506,Engelbert Altenburger,Altenburger,Engelbert,古堡,古堡,古堡,0,0,Altenburger, Engelbert,0,0,0,0,10,
3505,José Ramón Álvarez,Álvarez,José Ramón,雷孟篤,雷孟笃,雷孟篤,0,0,Alvarez, Jose Ramon,0,0,0,0,10,
3504,Elad Alyagon,Alyagon,Elad,樂永天,乐永天,樂永天,0,0,Alyagon, Elad,0,0,0,0,10,
3503,Iwo Amelung,Amelung,Iwo,阿梅龍,阿梅龙,阿梅龍,0,0,Amelung, Iwo,0,0,0,0,10,
3892,Roger T. Ames,Ames,Roger T.,安乐哲,安乐哲,安樂哲,0,0,Ames, Roger T.,0,0,0,0,20,Roger T. Ames
3502,Joseph Marie Amiot,Amiot,Joseph Marie,钱德明,钱德明,錢德明,0,0,Amiot, Joseph Marie,0,0,0,0,10,
3501,Judith M. Amory,Amory,Judith M.,梅珠迪,梅珠迪,梅珠迪,0,0,Amory, Judith M.,0,0,0,0,10,
3500,Ann S. Anagnost,Anagnost,Ann S.,安德训,安德训,安德訓,0,0,Anagnost, Ann S.,0,0,0,0,20,
3499,Poul Andersen,Andersen,Poul,安保羅,安保罗,安保羅,0,0,Andersen, Poul,0,0,0,0,10,
3498,Marston Anderson,Anderson,Marston,安敏成,安敏成,安敏成,0,0,Anderson, Marston,0,0,0,0,20,
3497,James A. Anderson,Anderson,James A.,安齊毅,安齐毅,安齊毅,0,0,Anderson, James A.,0,0,0,0,10,
3496,Johan G. Andersson,Andersson,Johan G.,安特生,安特生,安特生,0,0,Andersson, Johan G.,0,0,0,0,20,
3495,Lorenzo Andolfatto,Andolfatto,Lorenzo,安羅嵐,安罗岚,安羅嵐,0,0,Andolfatto, Lorenzo,0,0,0,0,10,
3891,Tonio Andrane,Andrane,Tonio,欧阳泰,欧阳泰,歐陽泰,0,0,Andrane, Tonio,0,0,0,0,10,Tonio Andrade
3494,Guilhem André,André,Guilhem,安炜,安炜,安煒,0,0,Andre, Guilhem,0,0,0,0,10,
3493,Joel Andreas,Andreas,Joel,安舟,安舟,安舟,0,0,Andreas, Joel,0,0,0,0,10,
3890,Attilio Andreini,Andreini,Attilio,艾帝,艾帝,艾帝,0,0,Andreini, Attilio,0,0,0,0,10,Attilio Andreini
3492,Anita M. Andrew,Andrew,Anita M.,安竹,安竹,安竹,0,0,Andrew, Anita M.,0,0,0,0,20,
3889,Julia Andrews,Andrews,Julia,安雅兰,安雅兰,安雅蘭,0,0,Andrews, Julia,0,0,0,0,10,Julia F. Andrews
3491,Dušan Andrš,Andrš,Dušan,安德昌,安德昌,安德昌,0,0,Andrs, Dusan,0,0,0,0,10,
3490,Ming Chee Ang,Ang,Ming Chee,洪敏芝,洪敏芝,洪敏芝,0,0,Ang, Ming Chee,0,0,0,0,10,
3888,Stephen Angle,Angle,Stephen,安靖如,安靖如,安靖如,0,0,Angle, Stephen,0,0,0,0,10,Stephen C. Angle
3489,Michiko Aoki,Aoki,Michiko,青木美智子,青木美智子,青木美智子,0,0,Aoki, Michiko,0,0,0,0,20,
3488,Richard P. Appelbaum,Appelbaum,Richard P.,理查德,理查德,理查德,0,0,Appelbaum, Richard P.,0,0,0,0,10,
3487,Francesco Arcodia,Arcodia,Francesco,馬振國,马振国,馬振國,0,0,Arcodia, Francesco,0,0,0,0,10,
3485,Yoav Ariel,Ariel,Yoav,欧永福,欧永福,歐永福,0,0,Ariel,Yoav,1946,0,0,0,10,
3486,Yoav Ariel,Ariel,Yoav,歐永褔,欧永褔,歐永褔,0,0,Ariel, Yoav,0,0,0,0,10,
3887,David Arkush,Arkush,David,欧达伟,欧达伟,歐達偉,0,0,Arkush, David,0,0,0,0,10,R. David Arkush
3484,Jackie Armijo,Armijo,Jackie,艾敏慧,艾敏慧,艾敏慧,0,0,Armijo, Jackie,0,0,0,0,20,
3483,Veronique Arnaud,Arnaud,Veronique,艾諾,艾诺,艾諾,0,0,Arnaud, Veronique,0,0,0,0,10,
3482,Alain Arrault,Arrault,Alain,華瀾,华澜,華瀾,0,0,Arrault, Alain,0,0,0,0,10,
3481,Tomomi Asakura,Asakura,Tomomi,朝倉友海,朝仓友海,朝倉友海,0,0,Asakura, Tomomi,0,0,0,0,10,
3480,R.E. Asher,Asher,R.E.,阿舍,阿舍,阿舍,0,0,Asher, R.E.,0,0,0,0,20,
3478,Ina Asim,Asim,Ina,康依娜,康依娜,康依娜,0,0,Asim, Ina,0,0,0,0,10,
3479,Ina Asim,Asim,Ina,康怡諾,康怡诺,康怡諾,0, 康依娜,Asim, Ina,0,0,0,0,10,
3477,Friederike Assandri,Assandri,Friederike,李可,李可,李可,0,0,Assandri, Friederike,0,0,0,0,10,
3476,William S. Atwell,Atwell,William S.,艾维四,艾维四,艾維四,0,0,Atwell, William S.,0,0,0,0,20,
3475,David G. Atwill,Atwill,David G.,龍大衛,龙大卫,龍大衛,0,0,Atwill, David G.,0,0,0,0,10,
3474,David G. Atwill,Atwill,David G.,龙戴维,龙戴维,龍戴維,0,0,Atwill, David G.,0,0,0,0,10,
3473,Chung-to Au,Au,Chung-to,歐仲桃,欧仲桃,歐仲桃,0,0,Au, Chung-to,0,0,0,0,10,
3472,Françoise Aubin,Aubin,Françoise,鄂法蘭,鄂法兰,鄂法蘭,0,0,Aubin, Francoise,0,0,0,0,10,
3471,Léonard Eugène Aurousseau,Aurousseau,Léonard Eugène,鄂卢梭,鄂卢梭,鄂盧梭,0,0,Aurousseau, Leonard Eugene,0,0,0,0,20,
3470,Stephen C. Averill,Averill,Stephen C.,韦思谛,韦思谛,韋思諦,0,0,Averill, Stephen C.,0,0,0,0,10,
3469,Florence Ayscough,Ayscough,Florence,艾思柯,艾思柯,艾思柯,0,0,Ayscough, Florence,0,0,0,0,10,
3468,Kara Babb,Babb,Kara,白绮君,白绮君,白綺君,0,0,Babb, Kara,0,0,0,0,10,
3467,Sarah J. Babcock,Babcock,Sarah J.,白慧學,白慧学,白慧學,0,0,Babcock, Sarah J.,0,0,0,0,10,
3466,Felipe Bacalso,Bacalso,Felipe,陳輝立,陈辉立,陳輝立,0,0,Bacalso, Felipe,0,0,0,0,10,
3465,Ludwig Bachhofer,Bachhofer,Ludwig,巴赫霍夫,巴赫霍夫,巴赫霍夫,0,0,Bachhofer, Ludwig,0,0,0,0,20,
3464,Andrea Bachner,Bachner,Andrea,白安卓,白安卓,白安卓,0,0,Bachner, Andrea,0,0,0,0,10,
3463,Sookhee Bae,Bae,Sookhee,裴淑姬,裴淑姬,裴淑姬,0,0,Bae, Sookhee,0,0,0,0,10,
3462,P.C. Bagchi,Bagchi,P.C.,師覺月,师觉月,師覺月,0,0,Bagchi, P.C.,0,0,0,0,10,
3461,Giacomo Baggio,Baggio,Giacomo,巴喬,巴乔,巴喬,0,0,Baggio, Giacomo,0,0,0,0,10,
3460,Judit Bagi,Bagi,Judit,劉方,刘方,劉方,0,0,Bagi, Judit,0,0,0,0,10,
3457,Jianhua Bai,Bai,Jianhua,白建华,白建华,白建華,0,0,Bai, Jianhua,0,0,0,0,20,
3458,Limin Bai,Bai,Limin,白莉民,白莉民,白莉民,0,0,Bai, Limin,0,0,0,0,10,
3459,Qianshen Bai,Bai,Qianshen,白谦慎,白谦慎,白謙慎,0,0,Bai, Qianshen,0,0,0,0,20,
3456,Paul J. Bailey,Bailey,Paul J.,白貝利,白贝利,白貝利,0,0,Bailey, Paul J.,0,0,0,0,10,
3886,Timothy Baker,Baker,Timothy,貝克定,贝克定,貝克定,0,0,Baker, Timothy,0,0,0,0,10,Timothy D. Baker
3455,Børge Bakken,Bakken,Børge,白肯,白肯,白肯,0,0,Bakken, Borge,0,0,0,0,10,
3454,Severina Angelova Balabanova,Balabanova,Severina Angelova,謝薇娜,谢薇娜,謝薇娜,0,0,Balabanova, Severina Angelova,0,0,0,0,10,
3453,Étienne Balazs,Balazs,Étienne,白乐日,白乐日,白樂日,0,0,Balazs, Etienne,0,0,0,0,20,
3452,Yingtsih Balcom,Balcom,Yingtsih,黃瑛姿,黄瑛姿,黃瑛姿,0,0,Balcom, Yingtsih,0,0,0,0,20,
3451,John Balcom,Balcom,John,陶忘机,陶忘机,陶忘機,0,0,Balcom, John,0,0,0,0,20,
3450,Kathlene Baldanza,Baldanza,Kathlene,白凱琳,白凯琳,白凱琳,0,0,Baldanza, Kathlene,0,0,0,0,10,
3449,Stephanie Lynn Balkwill,Balkwill,Stephanie Lynn,白思芳,白思芳,白思芳,0,0,Balkwill, Stephanie Lynn,0,0,0,0,20,
3448,Joseph William Ballantine,Ballantine,Joseph William,包蘭亭,包兰亭,包蘭亭,0,0,Ballantine, Joseph William,0,0,0,0,10,
3447,Ursula Ballin,Ballin,Ursula,吳素樂,吴素乐,吳素樂,0,0,Ballin, Ursula,0,0,0,0,10,
3446,Agita Baltgalve,Baltgalve,Agita,鮑葛薇,鲍葛薇,鮑葛薇,0,0,Baltgalve, Agita,0,0,0,0,10,
3445,Werner Banck,Banck,Werner,龐緯,庞纬,龐緯,0,0,Banck, Werner,0,0,0,0,10,
3444,John Bandy,Bandy,John,班健,班健,班健,0,0,Bandy, John,0,0,0,0,10,
3443,Shuming Bao,Bao,Shuming,鲍曙明,鲍曙明,鮑曙明,0,0,Bao, Shuming,0,0,0,0,20,
3442,Brigitte Baptandier,Baptandier,Brigitte,貝桂菊,贝桂菊,貝桂菊,0,0,Baptandier, Brigitte,0,0,0,0,10,
3441,Nimrod Baranovitch,Baranovitch,Nimrod,尼曼,尼曼,尼曼,0,0,Baranovitch, Nimrod,0,0,0,0,20,
3440,Anthony Barbieri-Low,Barbieri-Low,Anthony,李安敦,李安敦,李安敦,0,0,Barbieri-Low, Anthony,0,0,0,0,20,
3885,Tani Barlow,Barlow,Tani,白露,白露,白露,0,0,Barlow, Tani,0,0,0,0,10,Tani E. Barlow
3439,Geremie R. Barmé,Barmé,Geremie R.,白傑明,白杰明,白傑明,0,0,Barme, Geremie R.,0,0,0,0,10,
3438,Noel Barnard,Barnard,Noel,巴纳,巴纳,巴納,0,0,Barnard, Noel,0,0,0,0,20,
3437,Nicole Barnes,Barnes,Nicole,江松月,江松月,江松月,0,0,Barnes, Nicole,0,0,0,0,10,
3884,Arthur Doak Barnett,Barnett,Arthur Doak,鮑大可,鲍大可,鮑大可,0,0,Barnett, Arthur Doak,0,0,0,0,10,Doak Barnett
3436,Robert Warren Barnett,Barnett,Robert Warren,鮑華倫,鲍华伦,鮑華倫,0,0,Barnett, Robert Warren,0,0,0,0,10,
3435,Richard M. Barnhart,Barnhart,Richard M.,班宗华,班宗华,班宗華,0,0,Barnhart, Richard M.,0,0,0,0,20,
3434,Allan H. Barr,Barr,Allan H.,艾伦,艾伦,艾倫,0,0,Barr, Allan H.,0,0,0,0,10,
3433,Allan Barr,Barr,Allan,白亚仁,白亚仁,白亞仁,0,0,Barr, Allan,0,0,0,0,20,
3432,Timothy H. Barrett,Barrett,Timothy H.,巴雷特,巴雷特,巴雷特,0,0,Barrett, Timothy H.,0,0,0,0,10,
3431,David Dave Barrett,Barrett,David Dave,包瑞德,包瑞德,包瑞德,0,0,Barrett, David Dave,0,0,0,0,10,
3430,Peter Barry,Barry,Peter,薀順天,蕰顺天,薀順天,0,0,Barry, Peter,0,0,0,0,10,
3428,Beatrice S. Bartlett,Bartlett,Beatrice S.,白彬菊,白彬菊,白彬菊,0,0,Bartlett, Beatrice S.,0,0,0,0,20,
3429,Thomas Carl Bartlett,Bartlett,Thomas Carl,白慕堂,白慕堂,白慕堂,0,0,Bartlett, Thomas Carl,0,0,0,0,10,
3427,David Barton,Barton,David,白大維,白大维,白大維,0,0,Barton, David,0,0,0,0,10,
3426,Bianca Basciano,Basciano,Bianca,白夏儂,白夏侬,白夏儂,0,0,Basciano, Bianca,0,0,0,0,10,
3425,Marianne Bastid-Bruguière,Bastid-Bruguière,Marianne,巴斯蒂,巴斯蒂,巴斯蒂,0,0,Bastid-Bruguiere, Marianne,0,0,0,0,10,
3423,Robert S. Bauer,Bauer,Robert S.,包睿舜,包睿舜,包睿舜,0,0,Bauer, Robert S.,0,0,0,0,20,
3424,Wolfgang Bauer,Bauer,Wolfgang,鲍吾刚,鲍吾刚,鮑吾剛,0,0,Bauer, Wolfgang,0,0,0,0,20,
3422,Lisa Bauer-Zhao,Bauer-Zhao,Lisa,包麗莎,包丽莎,包麗莎,0,0,Bauer-Zhao, Lisa,0,0,0,0,10,
3421,Richard Baum,Baum,Richard,包瑞嘉,包瑞嘉,包瑞嘉,0,0,Baum, Richard,0,0,0,0,20,
3420,Glen W. Baxter,Baxter,Glen W.,白思達,白思达,白思達,0,0,Baxter, Glen W.,0,0,0,0,10,
3883,Bill Baxter,Baxter,Bill,白一平,白一平,白一平,Bill Baxter William H. III,0,Baxter, Bill,0,0,0,0,10,William H. Baxter
3419,Cary F. Baynes,Baynes,Cary F.,贝恩思,贝恩思,貝恩思,0,0,Baynes,Cary F.,1883,1997,0,0,10,
3418,Dan Bays,Bays,Dan,裴士丹,裴士丹,裴士丹,0,0,Bays, Dan,0,0,0,0,10,
3417,Hilary J. Beattie,Beattie,Hilary J.,白蒂,白蒂,白蒂,0,0,Beattie, Hilary J.,0,0,0,0,20,
3416,Inez de Beauclair,Beauclair,Inez de,鮑克蘭,鲍克兰,鮑克蘭,0,0,Beauclair, Inez de,0,0,0,0,10,
3415,Charles P. Beaupre,Beaupre,Charles P.,包凡羽,包凡羽,包凡羽,0,0,Beaupre, Charles P.,0,0,0,0,10,
3414,Christopher Beckwith,Beckwith,Christopher,白桂思,白桂思,白桂思,0,0,Beckwith, Christopher,0,0,0,0,20,
3413,Robert Edward Bedeski,Bedeski,Robert Edward,白德基,白德基,白德基,0,0,Bedeski, Robert Edward,0,0,0,0,10,
3412,Wolfgang Behr,Behr,Wolfgang,毕鹗,毕鹗,畢鶚,0,0,Behr, Wolfgang,0,0,0,0,20,
3411,Siegfried Behrsing,Behrsing,Siegfried,貝爾森,贝尔森,貝爾森,0,0,Behrsing, Siegfried,0,0,0,0,10,
3410,James Behuniak Jr.,Behuniak,James Behu,江文思,江文思,江文思,0,0,Behuniak,James Behu,0,0,0,0,10,
3409,Jean-Philippe Béja,Béja,Jean-Philippe,白夏,白夏,白夏,0,0,Beja, Jean-Philippe,0,0,0,0,10,
3408,Russell W. Belk,Belk,Russell W.,白乐寿,白乐寿,白樂壽,0,0,Belk, Russell W.,0,0,0,0,20,
3406,Daniel A. Bell,Bell,Daniel A.,貝淡寧,贝淡宁,貝淡寧,0,0,Bell, Daniel A.,0,0,0,0,10,
3405,Corey Bell,Bell,Corey,鐘可力,钟可力,鐘可力,0,0,Bell, Corey,0,0,0,0,10,
3407,Gregory Bell,Bell,Gregory,鐘瑞歌,钟瑞歌,鐘瑞歌,0,0,Bell, Gregory,0,0,0,0,10,
3404,Joël Bellassen,Bellassen,Joël,白乐桑,白乐桑,白樂桑,0,0,Bellassen, Joel,0,0,0,0,20,
3403,Mark Bender,Bender,Mark,馬克·本德爾,马克·本德尔,馬克·本德爾,0,0,Bender, Mark,0,0,0,0,10,
3402,Paul Benedict,Benedict,Paul,白保罗B,白保罗B,白保羅B,0,0,Benedict, Paul,0,0,0,0,20,
3882,James Benn,Benn,James,貝劍銘,贝剑铭,貝劍銘,0,0,Benn, James,0,0,0,0,10,James A. Benn
3401,Jonathan Benney,Benney,Jonathan,白長生,白长生,白長生,0,0,Benney, Jonathan,0,0,0,0,10,
3881,Gregor Benton,Benton,Gregor,班国瑞,班国瑞,班國瑞,0,0,Benton , Gregor,0,0,0,0,10,Gregor Benton
3400,Vincent Benziger,Benziger,Vincent,班文新,班文新,班文新,0,0,Benziger, Vincent,0,0,0,0,10,
3399,Rostislav Berezkin,Berezkin,Rostislav,白若思,白若思,白若思,0,0,Berezkin, Rostislav,0,0,0,0,20,
3398,Patricia A. Berger,Berger,Patricia A.,白瑞霞,白瑞霞,白瑞霞,0,0,Berger, Patricia A.,0,0,0,0,20,
3397,Marie-Claire Bergère,Bergère,Marie-Claire,白吉爾,白吉尔,白吉爾,0,0,Bergere, Marie-Claire,0,0,0,0,20,
3396,Uffe Bergeton,Bergeton,Uffe,藍悟非,蓝悟非,藍悟非,0,0,Bergeton, Uffe,0,0,0,0,10,
3395,Alan Berkowitz,Berkowitz,Alan,柏士隐,柏士隐,柏士隱,0,0,Berkowitz, Alan,0,0,0,0,20,
3394,Judith Berling,Berling,Judith,白居惕,白居惕,白居惕,0,0,Berling, Judith,0,0,0,0,20,
3393,Lex Berman,Berman,Lex,贝明远,贝明远,貝明遠,0,0,Berman, Lex,0,0,0,0,20,
3392,Henri Bernard,Bernard,Henri,裴化行,裴化行,裴化行,0,0,Bernard, Henri,0,0,0,0,10,
3391,Andreas Berndt,Berndt,Andreas,博安德,博安德,博安德,0,0,Berndt, Andreas,0,0,0,0,10,
3390,Kathryn Bernhardt,Bernhardt,Kathryn,白凯,白凯,白凱,0,0,Bernhardt, Kathryn,0,0,0,0,20,
3389,Thomas P. Bernstein,Bernstein,Thomas P.,白思鼎,白思鼎,白思鼎,0,0,Bernstein, Thomas P.,0,0,0,0,20,
3388,Robert C. Berring,Berring,Robert C.,柏润,柏润,柏潤,0,0,Berring, Robert C.,0,0,0,0,10,
3387,María Cruz Berrocal,Berrocal,María Cruz,古愛琳,古爱琳,古愛琳,0,0,Berrocal, Maria Cruz,0,0,0,0,10,
3386,Michael Berry,Berry,Michael,白睿文,白睿文,白睿文,0,白瑞克,Berry, Michael,0,0,0,0,20,
3385,Chris Berry,Berry,Chris,裴开瑞,裴开瑞,裴開瑞,0,0,Berry, Chris,0,0,0,0,10,
3880,John Berthrong,Berthrong,John,白诗朗,白诗朗,白詩朗,0,0,Berthrong, John,0,0,0,0,20,John Berthrong
3384,Giuliani Bertuccioli,Bertuccioli,Giuliani,白佐良,白佐良,白佐良,0,0,Bertuccioli, Giuliani,0,0,0,0,10,
3383,Kimberley Besio,Besio,Kimberley,金葆莉,金葆莉,金葆莉,0,0,Besio, Kimberley,0,0,0,0,20,
3382,Jianxiang Bi,Bi,Jianxiang,毕建祥,毕建祥,畢建祥,0,0,Bi, Jianxiang,0,0,0,0,20,
3381,Franz Xaver Biallas,Biallas,Franz Xaver,鮑潤生,鲍润生,鮑潤生,0,0,Biallas, Franz Xaver,0,0,0,0,10,
3380,Yanjie Bian,Bian,Yanjie,边燕杰,边燕杰,邊燕傑,0,0,Bian, Yanjie,0,0,0,0,20,
3378,Alice Bianchi,Bianchi,Alice,愛麗絲,爱丽丝,愛麗絲,0,0,Bianchi, Alice,0,0,0,0,10,
3379,Ester Bianchi,Bianchi,Ester,黄晓星,黄晓星,黃曉星,0,0,Bianchi, Ester,0,0,0,0,20,
3377,Lucien Bianco,Bianco,Lucien,毕仰高,毕仰高,畢仰高,0,0,Bianco, Lucien,0,0,0,0,20,
3376,Lorenz Bichler,Bichler,Lorenz,畢羅然,毕罗然,畢羅然,0,0,Bichler, Lorenz,0,0,0,0,10,
3375,Robert Bickers,Bickers,Robert,畢可思,毕可思,畢可思,0,0,Bickers, Robert,0,0,0,0,10,
3374,Maggie Bickford,Bickford,Maggie,毕嘉珍,毕嘉珍,畢嘉珍,0,0,Bickford, Maggie,0,0,0,0,10,
3373,Bede Bidlack,Bidlack,Bede,畢智山,毕智山,畢智山,0,0,Bidlack, Bede,0,0,0,0,10,
3372,Lutz Bieg,Bieg,Lutz,畢格,毕格,畢格,0,0,Bieg, Lutz,0,0,0,0,10,
3371,Lutz Bieg,Bieg,Lutz,毕鲁直,毕鲁直,畢魯直,0,0,Bieg, Lutz,0,0,0,0,10,
3370,Hans Bielenstein,Bielenstein,Hans,畢漢思,毕汉思,畢漢思,0,0,Bielenstein, Hans,0,0,0,0,10,
3369,Knight Biggerstaff,Biggerstaff,Knight,毕乃德,毕乃德,畢乃德,0,0,Biggerstaff, Knight,0,0,0,0,20,
3879,Jean François Billeter,Billeter,Jean François,毕来德,毕来德,畢來德,0,0,Billeter, Jean Francois,0,0,0,0,10,Jean-François Billeter
3368,Sébastien Billioud,Billioud,Sébastien,畢遊塞,毕游塞,畢遊塞,0,0,Billioud, Sebastien,0,0,0,0,10,
3367,Eveline Bingaman,Bingaman,Eveline,張慧娜,张慧娜,張慧娜,0,0,Bingaman, Eveline,0,0,0,0,10,
3366,Marcus Bingenheimer,Bingenheimer,Marcus,马德伟,马德伟,馬德偉,0,0,Bingenheimer, Marcus,0,0,0,0,20,
3365,Woodbridge Bingham,Bingham,Woodbridge,宾板桥,宾板桥,賓板橋,0,0,Bingham, Woodbridge,0,0,0,0,30,
3364,Edouard Constant Biot,Biot,Edouard Constant,毕瓯,毕瓯,畢甌,0,0,Biot, Edouard Constant,0,0,0,0,20,
3363,Michal Biran,Biran,Michal,彭曉燕,彭晓燕,彭曉燕,0,0,Biran, Michal,0,0,0,0,10,
3361,Cyril Birch,Birch,Cyril,白之,白之,白之,0,0,Birch, Cyril,0,0,0,0,10,
3362,Cyril Birch,Birch,Cyril,白芝,白芝,白芝,0,0,Birch, Cyril,0,0,0,0,10,
3360,Bettine Birge,Birge,Bettine,柏清韵,柏清韵,柏清韻,0,0,Birge, Bettine,0,0,0,0,20,
3359,Carl Whiting Bishop,Bishop,Carl Whiting,毕士博,毕士博,畢士博,0,0,Bishop, Carl Whiting,0,0,0,0,10,
3358,Thomas Arthur Bisson,Bisson,Thomas Arthur,畢恩來,毕恩来,畢恩來,0,0,Bisson, Thomas Arthur,0,0,0,0,10,
3357,Marie Bizais-Lillig,Bizais-Lillig,Marie,畢茉莉,毕茉莉,畢茉莉,0,0,Bizais-Lillig, Marie,0,0,0,0,10,
3356,Susan Blader,Blader,Susan,白素貞,白素贞,白素貞,0,0,Blader, Susan,0,0,0,0,10,
3355,Fred Blake,Blake,Fred,柏樺,柏桦,柏樺,0,0,Blake, Fred,0,0,0,0,10,
3354,Barry B. Blakeley,Blakeley,Barry B.,蒲百瑞,蒲百瑞,蒲百瑞,0,0,Blakeley, Barry B.,0,0,0,0,20,
3353,Dennis J. Blasko,Blasko,Dennis J.,卜思高,卜思高,卜思高,0,0,Blasko, Dennis J.,0,0,0,0,20,
3352,Rosie Blau,Blau,Rosie,白玫,白玫,白玫,0,0,Blau, Rosie,0,0,0,0,10,
3351,Olga Blinova,Blinova,Olga,郭靜雲B,郭静云B,郭靜雲B,0,0,Blinova, Olga,0,0,0,0,10,
3350,Irene Bloom,Bloom,Irene,华霭仁,华霭仁,華靄仁,0,0,Bloom,Irene,0,0,0,0,10,
3349,Dan Blumenthal,Blumenthal,Dan,卜大年,卜大年,卜大年,0,0,Blumenthal, Dan,0,0,0,0,20,
3348,Leonard Blussé,Blussé,Leonard,包樂史,包乐史,包樂史,0,0,Blusse, Leonard,0,0,0,0,10,
3347,Harald Bøckman,Bøckman,Harald,勃克曼,勃克曼,勃克曼,0,0,Bockman, Harald,0,0,0,0,10,
3878,Derk Bodde,Bodde,Derk,卜德,卜德,蔔德,0,0,Bodde,Derk,0,0,0,0,10,Derk Bodde
3346,Jeanne Boden,Boden,Jeanne,包德貞,包德贞,包德貞,0,0,Boden, Jeanne,0,0,0,0,10,
3345,Nicholas C. Bodman,Bodman,Nicholas C.,包拟古,包拟古,包擬古,0,0,Bodman, Nicholas C.,0,0,0,0,20,
3344,Caroline Bodolec,Bodolec,Caroline,羅琳,罗琳,羅琳,0,0,Bodolec, Caroline,0,0,0,0,10,
3343,Janos Boka,Boka,Janos,白正諾,白正诺,白正諾,0,0,Boka, Janos,0,0,0,0,10,
3877,Stephen Bokenkamp,Bokenkamp,Stephen,柏夷,柏夷,柏夷,0,0,Bokenkamp, Stephen,0,0,0,0,10,Stephen R. Bokenkamp
3342,Peter K. Bol,Bol,Peter K.,包弼德,包弼德,包弼德,0,0,Bol, Peter K.,0,0,0,0,20,
3876,Judith Boltz,Boltz,Judith,鲍菊隐,鲍菊隐,鮑菊隱,0,0,Boltz, Judith,0,0,0,0,10,Judith Magee Boltz
3875,Bill Boltz,Boltz,Bill,鲍则岳,鲍则岳,鮑則嶽,0,0,Boltz,Bill,0,0,0,0,10,William G. Boltz
